Sort,nt_acc,genome_segment_length_bp
9917,AB126196.2,1180.0
8608,MH620818.1,6829.0
6528,AF406787.1,887.0
8863,MG600062.1,15326.0
9412,KP792744.1,11853.0
12734,DQ839631.1,426.0
6477,EF589104.1,1356.0
12553,AF348409.1,3153.0
11547,M18752.1,3323.0
11544,KC790377.1,3377.0
11543,KC790376.1,3368.0
7252,MH282908.1,11921.0
4771,EF536349.1,7582.0
8591,KM817599.1,10815.0
9925,MT774252.1,512.0
8637,U04608.1,8910.0
8617,KX884410.1,12395.0
7243,KY436034.1,12614.0
11542,KF939649.1,3278.0
8781,EF569970.1,16236.0
12671,MF327554.1,2425.0
9836,JF939848.1,1362.0
12759,AB291180.1,4006.0
12760,AB289909.1,1945.0
9919,KX882067.1,1097.0
4974,GQ200736.1,5205.0
5086,KP793918.1,1982.0
4477,KT302407.1,5172.0
9454,MN792651.1,11943.0
9450,MT328776.1,12001.0
9331,MG599946.1,6403.0
11541,JX941466.1,3230.0
11545,MK620908.1,3128.0
9452,KM817683.1,12184.0
9995,KX883007.1,12473.0
9416,KP792705.1,11916.0
8772,KF530058.1,11840.0
4778,HG939559.1,7630.0
12723,AJ632327.1,12682.0
4870,MT247759.1,4302.0
11521,MH307930.1,3187.0
11497,X84034.1,3261.0
12538,KP296856.1,3621.0
6472,AF403404.1,1414.0
8684,MW288203.1,12971.0
9918,AF404341.1,966.0
9467,KF981633.1,6574.0
6572,MW249011.1,6632.0
12759,AB291187.1,4264.0
9457,LC621355.1,12143.0
9451,MT263282.1,11823.0
9446,MK896468.1,12157.0
9436,KP792741.1,11964.0
9435,KR537447.1,12272.0
4874,MW306778.1,4087.0
4873,MW306775.1,4231.0
4869,MT247758.1,4382.0
9432,KF892055.1,12238.0
9428,KR534878.1,12577.0
9424,KU933934.1,12461.0
9431,KM817667.1,11823.0
11493,AY780919.1,3095.0
9410,KU925437.1,12215.0
9409,KU925434.1,12117.0
9413,MF176881.1,12133.0
11490,M18049.1,3097.0
12540,KP296854.1,3812.0
9456,KM817685.1,12073.0
9455,KU925497.1,12303.0
4522,X74462.1,7820.0
8762,MH477287.1,9851.0
8816,MG573141.1,17220.0
8833,FJ362497.2,15276.0
9434,KR537444.1,12063.0
9427,MH017280.1,11816.0
12760,AB290001.1,4066.0
8572,KX884452.1,4615.0
9422,KP792711.1,12030.0
5041,DQ845075.1,1962.0
9448,KU925494.1,11857.0
9445,KP792714.1,11907.0
4852,MK643151.1,4283.0
11498,X92760.1,3183.0
9447,KU925482.1,11896.0
9438,AB842088.1,12037.0
9458,KR537453.1,12065.0
10285,FJ355928.1,6434.0
45,EU349277.1,451.0
44,EU349274.1,451.0
9439,KT820205.1,11854.0
9469,MN119734.1,6901.0
9441,KM464726.1,12081.0
9414,KU925440.1,11827.0
4871,MT247760.1,4387.0
9430,KP406723.1,11980.0
9291,MK861116.1,6676.0
6455,X83967.1,613.0
4475,DQ192570.1,5079.0
9474,KY555808.1,6668.0
7253,KR011347.1,11276.0
7237,EF100713.2,12656.0
9426,JF911697.1,11684.0
9453,KR537450.1,11734.0
8766,OK491485.1,9707.0
8625,KX431032.1,12230.0
9411,EU257628.1,12330.0
12723,AJ632305.1,14975.0
8658,MG599980.1,17221.0
9433,LC008512.1,12143.0
9442,DQ211612.1,12170.0
9440,MN972594.1,12024.0
9425,U15018.1,12255.0
9429,AY389361.2,12108.0
8649,MN510773.2,14593.0
8756,KX884406.1,10714.0
8831,AY286409.1,16650.0
8814,LC431581.1,16767.0
12558,AB041957.1,3690.0
11548,AF046996.1,3179.0
6433,KC853050.1,1128.0
4902,MN049932.1,4001.0
8834,AF079780.2,17904.0
8832,MF943130.1,16992.0
12743,AJ440973.1,613.0
12760,AB289993.1,3391.0
11501,GQ342962.1,3260.0
11519,KY703886.3,3182.0
5016,KY405006.1,4729.0
4437,AB588640.1,4899.0
12545,AF345526.1,3312.0
11540,AJ131567.1,3182.0
11526,AY123041.1,3215.0
11535,AJ131572.1,3182.0
11536,AJ131573.1,3182.0
8822,MW579602.1,20454.0
11538,AF193864.1,3182.0
11527,X75657.1,3212.0
11530,AY090454.1,3215.0
11524,X02763.1,3221.0
11529,AF160501.1,3248.0
11537,AJ131574.1,3182.0
11534,AJ131571.1,3182.0
11539,D00220.2,3182.0
11533,AJ131569.1,3182.0
11532,AB486012.1,3182.0
11531,AF241411.1,3215.0
11528,X75658.1,3215.0
5015,KY405007.1,4576.0
12734,FJ713018.1,467.0
12559,AF345523.1,3229.0
12723,AJ632310.1,24748.0
4912,KC876004.1,5492.0
12723,AJ632317.1,31972.0
12760,AB289930.1,2309.0
8815,MG573140.1,17940.0
8782,KX258200.1,15444.0
4872,MT247730.1,4323.0
9752,KX272885.1,1520.0
9217,MG599868.1,2551.0
9466,KF590574.1,7454.0
12737,AY871265.1,18583.0
4915,MG745672.1,5368.0
6561,L37299.1,2478.0
12547,AB028668.1,3787.0
6460,KM369891.2,593.0
8952,MG021441.1,11774.0
8663,MZ209654.1,13049.0
12734,FJ713017.1,708.0
12734,FJ713019.1,554.0
5061,AF071878.1,1993.0
10363,M94868.1,2790.0
6560,AY594353.1,2490.0
12759,AB291202.1,5353.0
12723,AJ632316.1,21388.0
12759,AB291177.1,3841.0
8876,OK491499.1,10798.0
8610,BK061672.1,7307.0
12539,KP296853.1,3907.0
9811,KY662287.1,476.0
6095,MK032723.1,2161.0
8616,KM817603.1,12860.0
4473,AY140894.1,5256.0
12760,AB289920.1,2135.0
9484,MK896633.1,1101.0
9573,MK896546.1,960.0
12562,DQ187006.1,3064.0
4454,KT987216.1,5005.0
12244,M30594.1,3661.0
4914,KY312546.1,5515.0
4382,LC185213.1,4752.0
9608,MK896510.1,1117.0
8805,HQ660129.1,18530.0
4450,AB972941.1,5019.0
4452,AB972947.1,5039.0
12550,AB025946.2,3808.0
11808,DQ174318.1,872.0
4391,KX509984.1,5148.0
9828,HM043725.1,490.0
12106,AF083975.2,45063.0
9697,MF176244.1,2249.0
4422,JX159988.2,5013.0
12242,KM591903.1,34475.0
12760,AB289958.1,2723.0
12240,KM591901.1,35079.0
8783,MF033136.2,15954.0
4878,MN166196.1,3787.0
4643,EF395818.1,7260.0
12737,EU001256.1,15161.0
4457,AB972946.1,5046.0
4480,DQ192571.1,5278.0
4478,KX756154.1,5284.0
8775,MZ209903.1,9925.0
8806,AF017149.3,18234.0
8808,AF212302.2,18246.0
4406,LC185216.1,4877.0
8853,JX051319.1,15624.0
8852,JX051320.1,15504.0
11740,AF074966.1,9028.0
12760,AB289941.1,2462.0
4785,KX276957.1,7958.0
5027,GU799606.1,1957.0
11734,M80216.1,7462.0
4923,JQ814850.1,5038.0
5059,MH188038.1,2224.0
8803,AY141760.2,15378.0
4481,GU345044.1,5421.0
4398,JX159980.1,5333.0
11814,EF159731.1,502.0
11510,AY494853.1,3051.0
11511,AF111000.1,3024.0
11509,X60213.1,3027.0
8984,KU248085.1,11713.0
8597,KX884409.1,11058.0
12723,AJ632329.1,30655.0
8985,KU095840.1,11343.0
11514,M22056.1,3027.0
8592,MF360789.1,11518.0
6480,MH327946.1,607.0
12729,EU001281.1,28551.0
6457,JQ920002.1,678.0
4486,KC594077.1,5159.0
12759,AY577428.1,3935.0
4432,MN994868.1,5386.0
8809,KC154054.1,16017.0
6590,HQ731075.1,7310.0
6454,AY238394.1,631.0
4835,KU727766.1,5166.0
8983,LC514057.1,11583.0
8827,JQ411014.1,16050.0
6437,HM543474.1,703.0
6162,KJ641719.1,2193.0
4427,KF147833.1,5722.0
4397,KY404016.1,5269.0
4815,GU117622.1,7635.0
11516,JN565944.1,3048.0
12723,AJ632304.1,27346.0
4435,JX520661.1,5213.0
9627,MK896500.1,6902.0
9502,KC854416.1,1672.0
9120,KM817650.1,13490.0
9509,AY593731.1,555.0
8677,KX884418.1,14440.0
11834,MK962760.1,1547.0
4459,MF175082.1,5091.0
8976,AB604791.1,11190.0
9519,JN808311.1,528.0
4945,KY640438.1,5189.0
9670,KF697154.1,6886.0
8774,KX257488.1,9591.0
9139,KM817652.1,14191.0
5008,KY405008.1,4742.0
9418,KP792708.1,11904.0
6468,AY317110.1,759.0
6467,AY701350.1,760.0
9419,KU925467.1,12049.0
11812,EU150133.1,795.0
11811,EU150130.1,795.0
11813,DQ521573.1,772.0
9913,KU751821.1,657.0
11809,EU150132.1,795.0
11810,EU150131.1,808.0
9664,EU409297.1,587.0
8824,AF014953.1,15690.0
8813,MN561699.1,15948.0
11807,AY247793.1,796.0
8830,KC802221.1,15696.0
6453,DQ838625.2,751.0
8840,LS992584.1,15378.0
9449,KU925488.1,12003.0
8837,AF457102.1,15600.0
4415,JQ958890.1,5187.0
4426,JQ958892.1,5201.0
4443,JX520662.1,5136.0
4444,JQ958891.1,5041.0
8687,MT153499.1,14666.0
6459,DQ113907.1,649.0
9567,JQ675603.5,6848.0
9038,MG251664.1,11142.0
9638,KC355457.1,6882.0
9639,HE795090.1,6857.0
9640,HE795102.1,6861.0
9641,HE795105.1,6863.0
8826,AJ608288.1,15702.0
9443,KU925473.1,11961.0
11742,AF391797.1,8918.0
9421,KU925479.1,12166.0
4800,AF502599.1,7304.0
9420,KU925470.1,12148.0
8829,X98291.3,15882.0
9634,HE795096.1,6857.0
4968,KP733794.1,4590.0
8825,AJ849636.2,15948.0
8804,JQ001776.1,18162.0
8759,KX884405.1,9663.0
8767,MT860232.1,10128.0
9623,KF697147.1,6853.0
9624,KP691627.1,6852.0
9622,KF697142.1,6852.0
9621,AF484424.1,6846.0
8807,KF278639.1,18406.0
9658,MK896453.1,7036.0
6269,KT363839.1,2202.0
9515,KF697160.1,6895.0
6465,AF052025.1,867.0
6464,AF052009.1,867.0
9484,MK896635.1,7305.0
9669,MK330169.1,6995.0
9608,MK896512.1,7191.0
9560,KY569262.1,6967.0
8622,KX884446.1,7043.0
4479,KP033140.2,4988.0
4438,KP644238.1,5187.0
4405,MG701350.1,5322.0
12760,AB289970.1,2875.0
8765,MW039259.1,9813.0
8763,MT153386.2,9795.0
9677,MK330759.1,6863.0
8758,KX884408.1,10398.0
9573,MK896548.1,6958.0
9656,MK896459.1,6906.0
9479,MG821226.1,6935.0
9631,HE795093.1,6829.0
9475,HE795087.1,6966.0
9647,HE795108.1,6895.0
9635,HE795099.1,6828.0
9646,KF153118.1,6910.0
11507,AF282930.1,3858.0
12760,AB289928.1,2295.0
8842,JQ697837.1,16698.0
9553,KY793537.1,6881.0
9671,KP792690.1,6955.0
9665,MH484336.1,6991.0
9537,KF697138.1,6914.0
9486,MH507154.1,6848.0
9498,MW415981.1,6918.0
9581,MK896545.1,6850.0
9602,KJ481923.1,6887.0
8764,MF287670.1,9866.0
9488,MK896626.1,6980.0
9529,JX983194.1,6928.0
9626,HM639780.1,6822.0
6463,AF052031.1,867.0
6462,AF052014.1,867.0
11825,MN031240.1,1606.0
9493,MK896480.1,6947.0
9491,MK896641.1,6893.0
9618,KF254773.1,6895.0
9551,MK896567.1,6992.0
9482,MG029269.1,6935.0
9492,MK896629.1,6949.0
9619,MK896518.1,6916.0
9543,KR013232.1,6849.0
9620,MK896477.1,6944.0
8572,KX884451.1,6699.0
9490,KX161718.1,6950.0
9528,JQ675598.2,6926.0
9591,KF697150.1,6916.0
9552,MH484348.1,6867.0
9477,MH484339.1,6853.0
9476,AB190458.1,6868.0
9594,KF254770.1,6894.0
9546,KP792666.1,6861.0
9662,KP792654.1,6959.0
9582,HM627178.1,6923.0
9661,KP792681.1,6915.0
9509,AY593726.1,540.0
9596,KP792693.1,6949.0
9606,MG029287.1,6960.0
9547,KP792657.1,6830.0
9642,MH484327.1,6915.0
4886,MK988619.1,4428.0
9607,MH018032.1,6901.0
9505,KF234253.1,6920.0
9561,KF697139.1,6922.0
9598,KF697153.1,7003.0
9504,KJ481929.1,6921.0
12760,AB289967.1,2854.0
9506,KR013235.1,6921.0
9530,KP792660.1,6797.0
9544,KF234256.1,6680.0
9680,KM225254.1,6871.0
9927,MN241410.1,2117.0
43,AF023673.1,4245.0
9536,KU178983.1,6919.0
9548,MK896570.1,6973.0
9483,MN092352.1,6937.0
9637,MK896486.1,6926.0
9679,KM225257.1,6812.0
9540,KM272183.1,6788.0
9588,MK896441.1,7081.0
9541,KM272186.1,6925.0
9531,KP792675.1,6864.0
9587,KF254779.1,6872.0
9629,MH017276.1,6940.0
9527,MG029275.1,6907.0
9681,KM225260.1,6839.0
9472,MK896620.1,6870.0
9601,KY013487.1,6979.0
9470,MH017275.1,6901.0
9628,MH017277.1,6960.0
9471,MK896653.1,6901.0
9538,KM272174.1,6945.0
8979,MF176333.1,11503.0
9636,MK896474.1,6937.0
9503,KM280929.1,7006.0
9502,KC854418.1,6911.0
9577,KP792669.1,6905.0
6458,JQ920012.1,678.0
9568,MK896554.1,7005.0
8561,MN190034.1,9852.0
9523,KF254776.1,6855.0
9522,KT160026.1,6858.0
9500,OL774846.1,7004.0
9666,MK896447.1,6943.0
9578,MK896432.1,6989.0
9545,KP792663.1,6853.0
9513,MK896599.2,6945.0
9514,MK896521.1,6964.0
9549,MK896557.1,6978.0
9678,MK330762.1,6836.0
9494,MK896617.1,7086.0
9651,MF497778.1,6822.0
9525,KM092512.1,7016.0
9650,MH017278.1,6824.0
9590,KP835520.1,6871.0
9489,MK896623.1,6891.0
9496,MK896591.1,7002.0
9524,KT334540.1,6613.0
9495,MK896614.1,6999.0
9597,KX817327.1,6957.0
9605,KX817333.1,6958.0
9589,KY910429.1,6912.0
10551,JF416937.1,547.0
9550,KM245524.1,6824.0
4887,MK988620.1,4348.0
4410,MF374999.1,5090.0
9668,MK896444.1,7003.0
9632,JN968590.1,6892.0
9603,MK896536.1,7013.0
9667,MG792213.1,6868.0
9517,KJ867178.1,6933.0
9586,JN572068.1,6851.0
12727,AY875685.1,11238.0
9917,AB283001.1,935.0
9584,KP792672.1,6793.0
9585,KX817324.1,6980.0
9633,MF066368.1,6874.0
9649,JN572071.1,6893.0
9571,MG828823.1,6864.0
9566,KX817336.1,6966.0
9659,FJ943510.1,6864.0
9497,MH370821.1,6894.0
9576,HQ734817.1,6895.0
9565,KX817318.1,6957.0
9610,KJ867190.1,6959.0
9645,MH484330.1,6858.0
9612,KJ867202.1,6994.0
9487,JX846606.1,6874.0
9572,MH484324.1,6857.0
9534,KX817312.1,6978.0
9564,EU789573.1,6895.0
9660,MK896450.1,6867.0
9510,KC608152.1,6876.0
9613,MK896509.1,6868.0
9579,KT820202.1,6933.0
9672,KX470551.1,6873.0
9569,KJ867205.1,6866.0
9570,MH484306.1,6847.0
9518,KX100135.1,6870.0
9516,KJ867184.1,6934.0
9675,KX579499.1,6740.0
9499,MK896611.1,6849.0
9580,EF485032.1,6980.0
9501,MH370824.1,6861.0
9521,KX100129.1,6871.0
9674,JN572074.1,6839.0
9655,EU665255.1,6979.0
9507,X14383.1,6875.0
9673,JN572080.1,6854.0
9520,KX100120.1,6871.0
9644,KX100111.1,6883.0
9563,HM007352.1,6960.0
9574,KX817321.1,6961.0
9533,KJ710425.1,6799.0
12244,U57336.1,548.0
9194,KX884448.1,13776.0
9478,KU159766.1,6858.0
9583,MK514125.1,6946.0
9609,MH484312.1,6862.0
9643,KX100132.1,6883.0
9473,KR149249.1,6960.0
9532,MK896644.1,6953.0
9559,KF234075.1,6888.0
9558,JN572065.1,7119.0
9480,KX817330.1,6941.0
9481,JN572062.1,6979.0
9575,EU203678.2,6882.0
9562,KR260738.1,6910.0
4403,JQ958886.1,5019.0
4402,MF374997.1,5095.0
4414,KF954417.1,5108.0
4404,JX520658.1,4914.0
9918,AF404340.1,736.0
8623,KX884413.1,12016.0
12760,AB289921.1,2177.0
9599,MK896527.1,6925.0
11523,V01460.1,3182.0
6431,KP268802.1,1005.0
8668,MZ209771.1,7334.0
6250,MF669480.1,2192.0
9657,KP792678.1,6816.0
6479,AF282478.1,678.0
12760,AB289938.1,2415.0
11822,MK962759.1,1591.0
4896,MZ364297.1,4354.0
4805,JQ814847.1,7339.0
8817,MG203878.1,17826.0
9916,JQ922311.1,868.0
4421,JQ958887.1,5371.0
12747,FM864233.1,552.0
4375,JQ958889.1,5352.0
4374,JX520659.1,5372.0
6478,U53227.1,675.0
4376,AB767298.1,5157.0
11824,MH824555.1,1706.0
12044,D10681.1,756.0
4429,JQ412134.1,4987.0
4916,FJ214110.1,5402.0
4418,HQ385748.1,5309.0
8975,KU194360.1,11798.0
8828,AB016162.1,15894.0
4371,MG654476.1,5327.0
4407,HQ385746.1,5303.0
4379,HQ385752.1,5300.0
4399,HM011556.1,5387.0
4378,JX520660.1,5294.0
9033,KC585008.1,11124.0
8982,KY768856.1,11624.0
4387,JX520664.1,5176.0
4990,AF036710.1,4936.0
4456,KX574453.1,5104.0
6458,JQ920011.1,801.0
9933,MN095540.1,2193.0
8771,MK971153.1,13295.0
4876,MH893826.1,4123.0
9124,BK014303.1,13025.0
8784,GU206351.1,17262.0
9126,KM817651.1,12734.0
4396,AB972944.1,5047.0
4373,MK671087.1,5112.0
9811,KY662280.1,570.0
4842,FJ040397.1,4981.0
11753,J02207.1,997.0
9696,MN661022.1,2001.0
8647,JF828358.1,18927.0
6445,KP268812.1,997.0
4408,JX159983.1,4970.0
4436,KR612373.1,5024.0
4409,JX159982.1,4994.0
4419,MK443498.1,4982.0
4416,AB767297.1,5055.0
4385,HQ696595.1,5026.0
6140,MF327570.1,2094.0
4388,AB767294.1,5064.0
4380,JX159986.1,5087.0
6466,AF019909.1,756.0
8685,MT153547.1,13833.0
12137,JF699138.1,571.0
6437,HM543473.1,1056.0
8692,MW288170.1,7533.0
4394,FN356900.1,5168.0
9342,KF581136.1,572.0
4389,FR692334.1,5086.0
4467,HM011560.1,4926.0
9195,KX884414.1,13277.0
4463,MG701355.1,5215.0
9658,MK896451.1,1065.0
4926,KU321654.1,4822.0
4458,EF127906.1,5040.0
6203,KR912221.1,2188.0
9489,MK896621.1,1400.0
12760,AB289998.1,3761.0
9205,KR822819.1,13559.0
4383,JQ958893.1,4903.0
6432,KP268793.1,708.0
4462,KY612371.1,5144.0
4392,JX159984.1,5140.0
6188,KY302866.1,2157.0
6285,KJ641726.1,1998.0
6133,MF327560.1,2223.0
4860,KC991097.1,5280.0
4400,JX159981.1,5349.0
12729,EU001285.1,9488.0
9692,MH822966.1,6494.0
6288,MK012443.1,2174.0
4466,HM011566.1,4952.0
5118,MZ350973.1,1846.0
11985,DQ873809.1,581.0
4930,JN420361.1,5263.0
4931,JN420365.1,5439.0
4460,KU879245.1,5052.0
8951,MN607592.1,10933.0
4417,MN417229.1,5338.0
4445,EF444549.1,5229.0
4922,KC580640.1,5278.0
11832,AF018077.1,1676.0
4386,GU989205.1,5232.0
4381,JX036360.1,5372.0
4393,FN356901.1,5358.0
11830,AB037948.1,1673.0
9279,JX237768.1,587.0
11828,AF104263.1,1676.0
11829,AF104264.1,1684.0
6456,GU733453.1,672.0
6254,KY308269.1,2196.0
11831,AM183330.1,1681.0
4468,JX463183.1,4776.0
4917,JN648103.1,5413.0
4411,MF401583.1,5096.0
9913,KU751820.1,777.0
4936,MF175080.1,5069.0
4935,KT454512.1,5212.0
4395,JQ178241.1,5016.0
4384,AF442959.1,5307.0
11835,MK598003.2,1671.0
6136,MF327561.1,2185.0
12535,HQ335082.1,2336.0
4372,JX159987.1,5273.0
12760,AB289986.1,3141.0
12737,EU001258.1,12911.0
12742,FM864307.1,591.0
12769,AF004378.1,15812.0
6467,AY701349.1,897.0
6468,AY317109.1,898.0
6475,HM989936.1,1399.0
5080,MN164712.1,1853.0
4925,KC339250.1,4832.0
4875,MN175612.1,4425.0
6134,MF327565.1,2240.0
9031,MG600016.1,11110.0
8621,KX884421.1,8436.0
11823,MH988742.1,1711.0
9208,MH037149.1,12842.0
12759,AB291205.1,5848.0
4464,JQ898291.1,4927.0
4370,AB972940.1,5040.0
4681,AY057109.1,7729.0
6112,KT862243.1,2247.0
5330,KY328745.1,3054.0
5322,MK059766.1,3052.0
5323,MK059768.1,3058.0
5324,MK059771.1,3046.0
5325,MK059767.1,3051.0
5327,MK059769.1,3053.0
5328,KY244146.1,3054.0
5329,KY328746.1,3054.0
6197,KT732801.1,2205.0
5320,MK059764.1,3050.0
5319,MK059762.1,3054.0
8676,MT153516.1,10121.0
5312,MK059758.1,3034.0
5311,MK059759.1,3030.0
5308,MK059757.1,3026.0
5307,MK059755.1,3023.0
5313,KY349925.1,3019.0
5309,MK059754.1,3049.0
5315,MK059763.1,3056.0
5318,MK059765.1,3051.0
5317,MK059772.1,3046.0
5316,MK059761.1,3053.0
5310,MK059756.1,3050.0
6199,KT732807.1,2155.0
4924,KC339251.1,4995.0
6137,MF327567.1,2216.0
6167,MH617534.1,2180.0
12759,AB291188.1,4367.0
8996,MG600013.1,10882.0
8991,BR001666.1,11584.0
8960,JF311903.1,11900.0
8974,GU170201.1,12045.0
12095,AF338823.1,609.0
8968,EF614260.1,11980.0
8973,M13215.1,11932.0
8965,EF157976.1,11966.0
8964,KU244266.2,11919.0
8963,MF472710.1,11988.0
8962,EU293119.1,11976.0
8961,EF614258.1,12278.0
8958,EF614259.1,11918.0
8971,KY006983.1,11931.0
8970,EU293108.1,12016.0
8969,EF614261.1,11903.0
9202,KM817661.1,12774.0
8967,JX193798.1,11902.0
6196,KT732814.1,2250.0
8966,EF157977.2,11930.0
4840,MN364694.1,4631.0
9016,KX884431.1,11145.0
4883,KF925531.1,3539.0
8886,KM817660.1,10306.0
6213,KT862249.1,2384.0
4929,KP729195.1,5027.0
4949,GQ387499.1,5905.0
4964,AF043303.1,4679.0
12244,M81056.1,1161.0
9088,KJ830812.1,11230.0
6200,KT732806.1,2185.0
8956,MH688524.1,11472.0
6312,KY056250.1,2143.0
8841,JX857409.1,15396.0
4412,JQ958888.1,5058.0
8994,KM205009.1,11156.0
8995,KM205013.1,11216.0
8993,KJ396935.1,11176.0
9077,MW557336.1,11093.0
8947,MZ328293.1,10853.0
4927,MF682925.1,5038.0
4839,KX165268.1,5071.0
8619,KX884412.1,10551.0
6310,KJ938717.1,2232.0
6509,D49700.1,1640.0
12244,X74742.1,714.0
4895,MN175613.1,4116.0
8953,OM030289.1,11195.0
9927,MN241414.1,792.0
9920,KX882076.1,895.0
9919,KX882068.1,934.0
6304,KT732800.1,2217.0
6465,AF052024.1,862.0
6464,AF052008.1,862.0
6463,AF052030.1,861.0
6462,AF019908.1,862.0
9752,KX272883.1,6976.0
8944,KC984953.1,11120.0
9085,MN607593.1,10868.0
9086,OM030292.1,10680.0
9087,MN607594.1,10940.0
9084,MF279192.1,10866.0
8936,KM204983.1,10853.0
8939,KC676792.1,11139.0
8948,AB609604.2,10881.0
8950,KM204998.1,11355.0
9021,MK397811.2,11526.0
9020,KC519324.1,11545.0
9019,MH319839.1,11545.0
10271,AY228235.2,7382.0
10957,FJ373179.1,624.0
12188,AF108105.1,35100.0
8602,MG600010.1,10385.0
8955,KM817662.1,10833.0
11782,M74895.1,13111.0
11776,Y08851.1,11700.0
6482,LC275167.1,804.0
5081,OL704833.1,1919.0
8949,KM205017.1,10968.0
8594,MW291695.1,10800.0
6125,KY308268.1,2208.0
6126,KT862248.1,2240.0
9071,JX569193.2,10692.0
6461,KX756622.1,743.0
6431,KP268803.1,746.0
9000,KR822825.1,12583.0
8941,KY385390.1,10843.0
9009,GQ410979.1,12676.0
6441,AB018091.1,728.0
8861,AF298895.2,15522.0
8573,KM817601.1,6959.0
12723,AJ632328.1,19820.0
9291,MK861118.1,1608.0
5165,ON324106.1,1789.0
4899,MT580795.1,4219.0
10266,M87661.2,7654.0
5042,MW686208.1,1967.0
9292,MH717876.1,836.0
8938,KM205026.1,10941.0
5083,ON596197.1,1895.0
4934,MN091929.1,4835.0
6190,KT862250.1,2308.0
6455,M81488.2,730.0
9293,KX884858.1,799.0
5103,HQ738634.1,1838.0
8959,AF081020.2,11822.0
9185,KX884456.1,11560.0
6459,DQ113906.1,739.0
4921,KU950356.1,5224.0
8954,KM817654.1,11103.0
4863,HQ827781.1,5425.0
5054,MZ382570.1,1879.0
8990,AF434991.1,6552.0
11549,KR229754.1,3542.0
6439,JQ610674.1,739.0
4938,DQ335247.1,5515.0
8558,MN661033.1,13163.0
5069,KT869077.1,2000.0
8977,FJ985748.1,11526.0
6445,KP268813.1,729.0
8878,MT875151.1,11221.0
11833,AM183331.1,1687.0
11826,AM183333.1,1674.0
6258,MF327571.1,2063.0
4933,FJ170278.1,5196.0
5062,MZ604590.1,1821.0
6261,MF373638.1,2213.0
4439,KR612368.1,5032.0
5102,ON324069.1,1803.0
5326,MK059770.1,3058.0
8937,MT325641.1,10895.0
5321,MK059760.1,3043.0
9192,MW314717.1,13158.0
4834,AY189948.2,5335.0
8679,KM817641.1,10787.0
6471,KC588384.1,976.0
5173,OM262457.1,1810.0
12633,JX310702.1,2034.0
6428,D12479.1,758.0
5107,ON324066.1,1745.0
12734,DQ844603.1,654.0
9697,MF176242.1,6489.0
5128,GQ404854.1,1794.0
6303,KT732798.1,2220.0
10277,EU391643.1,6714.0
4941,HQ291308.1,5267.0
8899,MN103537.1,10988.0
8582,KM817593.1,11183.0
4940,HQ223038.1,4786.0
6457,JQ920003.1,706.0
5105,GQ404845.1,1780.0
4918,JQ692585.1,5331.0
4853,MT498824.1,5216.0
5123,GQ404846.1,1740.0
9189,MT153372.1,11801.0
9002,KM817656.1,11370.0
8989,JX679246.1,11487.0
8880,KX884462.1,11731.0
5030,JQ814849.1,1760.0
5028,KT783484.1,1767.0
8988,MN963996.1,11619.0
9193,MW039260.1,12564.0
6454,AY238384.1,751.0
5110,JF938079.1,1771.0
5108,GQ404844.1,1723.0
5121,GQ404847.1,1759.0
5100,OM262456.1,1803.0
5093,KM382270.1,1790.0
8595,KX884419.1,11349.0
8885,MW721934.1,11728.0
5098,ON324107.1,1793.0
6460,KM369890.2,751.0
8896,KJ958536.1,11519.0
5168,JX185424.1,1711.0
6295,KY308270.1,2243.0
5138,KC512919.1,1757.0
8898,KF958252.1,11141.0
9184,KX884450.1,11938.0
9191,MW314718.1,11807.0
6138,MF327569.1,2174.0
5096,MZ350969.1,1829.0
5127,ON596195.1,1704.0
8887,MK473367.1,12081.0
5141,MZ382572.1,1771.0
5125,MH545511.1,1769.0
8877,MT085340.1,10660.0
5167,KC512920.1,1764.0
8894,KM204990.1,12580.0
5161,OM262451.1,1728.0
5162,OM262452.1,1741.0
5164,GQ404849.1,1750.0
6471,KC588385.1,741.0
5040,GQ404856.1,1699.0
5126,ON324103.1,1786.0
5097,KM382269.1,1755.0
4851,KF275669.1,4945.0
8662,MG599981.1,14280.0
5124,KU053483.2,1723.0
8957,KU127239.1,11504.0
9024,FJ872827.1,11097.0
5088,HQ738643.1,1760.0
5092,GQ404857.1,1867.0
9006,GQ375258.1,12625.0
4369,EU623083.1,6024.0
5142,KF031466.1,1856.0
5163,JF938082.1,1818.0
4944,KY640430.1,5161.0
8987,KC608035.1,11736.0
9051,MN714687.1,12836.0
9050,MZ209657.1,13196.0
9026,KC113517.1,11082.0
9025,KC113518.1,11096.0
10959,JX219580.1,669.0
5104,KM017740.1,1773.0
5114,JF938081.1,1741.0
5116,ON324100.1,2024.0
9468,MN092357.1,1078.0
5156,LC018134.1,1789.0
5160,MZ350967.1,1882.0
9078,MW798173.1,11112.0
5129,ON596196.1,1767.0
9010,KM817635.1,12291.0
10269,AJ011099.1,7338.0
5171,KC512916.1,1742.0
5134,MZ382573.1,1786.0
5094,ON324104.1,1766.0
6461,KX756628.1,1277.0
9023,U18101.2,11019.0
5139,ON324108.1,1910.0
10121,AB186897.1,2525.0
5159,OM869595.1,1758.0
9004,KX884434.1,12486.0
5154,MZ350966.1,1806.0
6443,AF145407.1,764.0
9017,MW826525.1,12485.0
5115,JX185419.1,1742.0
