cluster_id,cluster_size,ictv_lca,ictv_lca_rank,protlen_mean,plddt_mean,ptm_mean,cluster_representative,structure_representative,structure_representative_plddt,top_genbank_name,analysis,annotation,annotation_count,annotation_median_start,annotation_median_stop
16364,1,Salmon gillpox virus,Species,130.0,40.1,0.28,CF-AKR04203.1_12023_relaxed,CF-AKR04203.1_12023_relaxed,40.1,Product: hypothetical protein,Pfam,-,1,,
16365,1,Salmon gillpox virus,Species,380.0,70.0,0.54,CF-AKR04204.1_12023_relaxed,CF-AKR04204.1_12023_relaxed,70.0,Product: DNA-binding virion core protein I1L,Pfam,Poxvirus protein I1,1,106.0,372.0
16366,1,Salmon gillpox virus,Species,417.0,31.2,0.27,CF-AKR04205.1_12023_relaxed,CF-AKR04205.1_12023_relaxed,31.2,Product: hypothetical protein,Pfam,-,1,,
16367,1,Salmon gillpox virus,Species,376.0,34.4,0.29,CF-AKR04207.1_12023_relaxed,CF-AKR04207.1_12023_relaxed,34.4,Product: hypothetical protein,Pfam,-,1,,
16368,1,Salmon gillpox virus,Species,543.0,30.3,0.27,CF-AKR04208.1_12023_relaxed,CF-AKR04208.1_12023_relaxed,30.3,Product: hypothetical protein,Pfam,-,1,,
16369,1,Salmon gillpox virus,Species,130.0,74.8,0.66,CF-AKR04209.1_12023_relaxed,CF-AKR04209.1_12023_relaxed,74.8,Product: low complexity protein,Pfam,-,1,,
16370,1,Salmon gillpox virus,Species,230.0,41.5,0.12,CF-AKR04211.1_12023_relaxed,CF-AKR04211.1_12023_relaxed,41.5,Product: low complexity protein,Pfam,GETHR pentapeptide repeat (5 copies),4,85.0,106.5
16371,1,Infectious spleen and kidney necrosis virus,Species,73.0,53.4,0.24,CF-AMM72788.1_11903_relaxed,CF-AMM72788.1_11903_relaxed,53.4,Product: ORF039L,Pfam,-,1,,
16372,1,Vaccinia virus,Species,77.0,49.9,0.27,CF-AAO89470.1_12013_relaxed,CF-AAO89470.1_12013_relaxed,49.9,Gene: VACWR191; Product: 6kDa intracellular viral protein,Pfam,"Poxvirus T4 protein, N terminus",1,29.0,76.0
16373,1,Vaccinia virus,Species,56.0,71.5,0.42,CF-AAO89480.1_12013_relaxed,CF-AAO89480.1_12013_relaxed,71.5,Gene: VACWR201; Product: unknown; Note: similar to VACTAN-239,Pfam,-,1,,
16374,1,Vaccinia virus,Species,53.0,66.1,0.27,CF-AAO89481.1_12013_relaxed,CF-AAO89481.1_12013_relaxed,66.1,Gene: VACWR202; Product: ankyrin-like protein,Pfam,-,1,,
16375,1,Vaccinia virus,Species,309.0,75.7,0.76,CF-AAO89482.1_12013_relaxed,CF-AAO89482.1_12013_relaxed,75.7,Gene: VACWR203; Product: unknown; Note: gene fragment,Pfam,Ankyrin repeat,1,270.0,299.0
16376,1,Cowpox virus,Species,68.0,56.3,0.37,CF-AAM13602.1_12007_relaxed,CF-AAM13602.1_12007_relaxed,56.3,Gene: CPXV160 CDS; Product: CPXV160 protein,Pfam,-,1,,
16377,1,Cowpox virus,Species,260.0,80.0,0.8,CF-AAM13603.1_12007_relaxed,CF-AAM13603.1_12007_relaxed,80.0,Gene: CPXV161 CDS; Product: CPXV161 protein,Pfam,Orthopoxvirus A26L/A30L protein,1,1.0,220.0
16378,1,Simian mastadenovirus C,Species,179.0,67.9,0.61,CF-ALE30452.1_12275_relaxed,CF-ALE30452.1_12275_relaxed,67.9,Product: ORF3,Pfam,Mastadenovirus E4 ORF3 protein,1,4.0,111.0
16379,1,Salmon gillpox virus,Species,209.0,39.2,0.31,CF-AKR04202.1_12023_relaxed,CF-AKR04202.1_12023_relaxed,39.2,Product: hypothetical protein,Pfam,-,1,,
16380,1,Cowpox virus,Species,71.0,61.7,0.33,CF-AAP41064.1_12007_relaxed,CF-AAP41064.1_12007_relaxed,61.7,Gene: CPXV004 CDS; Product: CPXV004 protein,Pfam,-,1,,
16381,1,Ostreavirus ostreidmalaco1,Species,282.0,38.5,0.17,CF-AAS00946.1_47_relaxed,CF-AAS00946.1_47_relaxed,38.5,Product: ORF56,Pfam,-,1,,
16382,1,Severe acute respiratory syndrome-related coronavirus,Species,39.0,75.7,0.41,CF-AAP41045.1_10193_relaxed,CF-AAP41045.1_10193_relaxed,75.7,Product: Orf10,Pfam,Betacoronavirus NS8 protein,1,1.0,38.0
16383,1,Severe acute respiratory syndrome-related coronavirus,Species,84.0,51.3,0.35,CF-AAP41046.1_10193_relaxed,CF-AAP41046.1_10193_relaxed,51.3,Product: Orf11,Pfam,Betacoronavirus NS8 protein,1,6.0,79.0
16384,1,Severe acute respiratory syndrome-related coronavirus,Species,98.0,44.9,0.26,CF-AAP41048.1_10193_relaxed,CF-AAP41048.1_10193_relaxed,44.9,Product: Orf13,Pfam,Betacoronavirus lipid binding protein,1,1.0,98.0
16385,1,Severe acute respiratory syndrome-related coronavirus,Species,70.0,72.7,0.37,CF-AAP41049.1_10193_relaxed,CF-AAP41049.1_10193_relaxed,72.7,Product: Orf14,Pfam,Betacoronavirus uncharacterised protein 14 (SARS-CoV-2 like),1,1.0,70.0
16386,1,Cowpox virus,Species,78.0,63.5,0.25,CF-AAP41052.1_12007_relaxed,CF-AAP41052.1_12007_relaxed,63.5,Gene: CPXV051A CDS; Product: CPXV051A protein,Pfam,-,1,,
16387,1,Cowpox virus,Species,88.0,82.0,0.45,CF-AAP41055.1_12007_relaxed,CF-AAP41055.1_12007_relaxed,82.0,Gene: CPXV100 CDS; Product: CPXV100 protein,Pfam,Chordopoxvirus L2 protein,1,2.0,82.0
16388,1,Alphabaculovirus chofumiferanae,Species,64.0,45.1,0.3,CF-AAP29903.1_12335_relaxed,CF-AAP29903.1_12335_relaxed,45.1,Product: unknown; Note: ORF121,Pfam,-,1,,
16389,1,Alphabaculovirus chofumiferanae,Species,60.0,56.1,0.29,CF-AAP29908.1_12335_relaxed,CF-AAP29908.1_12335_relaxed,56.1,Product: unknown; Note: ORF133,Pfam,-,1,,
16390,1,Alphabaculovirus chofumiferanae,Species,100.0,33.2,0.23,CF-AAP29917.1_12335_relaxed,CF-AAP29917.1_12335_relaxed,33.2,Product: unknown; Note: ORF143,Pfam,-,1,,
16391,1,Alphabaculovirus chofumiferanae,Species,63.0,44.9,0.13,CF-AAP29800.1_12335_relaxed,CF-AAP29800.1_12335_relaxed,44.9,Product: baculovirus repeated ORF,Pfam,-,1,,
16392,1,Alphabaculovirus chofumiferanae,Species,177.0,57.5,0.33,CF-AAP29805.1_12335_relaxed,CF-AAP29805.1_12335_relaxed,57.5,Product: unknown; Note: ORF11,Pfam,-,1,,
16393,1,Alphabaculovirus chofumiferanae,Species,304.0,59.9,0.56,CF-AAP29830.1_12335_relaxed,CF-AAP29830.1_12335_relaxed,59.9,Product: late expression factor 12,Pfam,Nucleopolyhedrovirus LEF-12 protein,1,144.0,269.0
16394,1,Cowpox virus,Species,80.0,49.1,0.25,CF-AAP41058.1_12007_relaxed,CF-AAP41058.1_12007_relaxed,49.1,Gene: CPXV119A CDS; Product: CPXV119A protein,Pfam,-,1,,
16395,1,Cowpox virus,Species,50.0,86.3,0.49,CF-AAP41062.1_12007_relaxed,CF-AAP41062.1_12007_relaxed,86.3,Gene: CPXV192 CDS; Product: CPXV192 protein,Pfam,-,1,,
16396,1,Ambystoma tigrinum virus,Species,125.0,52.2,0.18,CF-AAP33195.1_11910_relaxed,CF-AAP33195.1_11910_relaxed,52.2,Product: unknown,Pfam,-,1,,
16397,1,Ambystoma tigrinum virus,Species,107.0,51.6,0.11,CF-AAP33209.1_11910_relaxed,CF-AAP33209.1_11910_relaxed,51.6,Product: unknown,Pfam,-,1,,
16398,1,Ambystoma tigrinum virus,Species,185.0,70.9,0.58,CF-AAP33210.1_11910_relaxed,CF-AAP33210.1_11910_relaxed,70.9,Product: unknown,Pfam,-,1,,
16399,1,Alphabaculovirus chofumiferanae,Species,121.0,62.5,0.54,CF-AAP29885.1_12335_relaxed,CF-AAP29885.1_12335_relaxed,62.5,Product: unknown; Note: ORF103,Pfam,-,1,,
16400,1,Alphabaculovirus chofumiferanae,Species,96.0,76.1,0.45,CF-AAP29889.1_12335_relaxed,CF-AAP29889.1_12335_relaxed,76.1,Product: unknown; Note: ORF107; Ac2/Op116,Pfam,-,1,,
16401,1,Alphabaculovirus chofumiferanae,Species,101.0,89.5,0.79,CF-AAP29890.1_12335_relaxed,CF-AAP29890.1_12335_relaxed,89.5,Product: unknown; Note: ORF108; Ac2/Op116,Pfam,-,1,,
16402,1,Alphabaculovirus chofumiferanae,Species,259.0,33.6,0.29,CF-AAP29898.1_12335_relaxed,CF-AAP29898.1_12335_relaxed,33.6,Product: unknown; Note: ORF116,Pfam,-,1,,
16403,1,Alphabaculovirus chofumiferanae,Species,83.0,55.5,0.27,CF-AAP29902.1_12335_relaxed,CF-AAP29902.1_12335_relaxed,55.5,Product: unknown; Note: ORF120,Pfam,-,1,,
16404,1,Cowpox virus,Species,192.0,61.1,0.32,CF-AAM13601.1_12007_relaxed,CF-AAM13601.1_12007_relaxed,61.1,Gene: CPXV159 CDS; Product: CPXV159 protein,Pfam,Chordopoxvirus multifunctional envelope protein A27,1,137.0,164.0
16405,1,Ambystoma tigrinum virus,Species,58.0,54.2,0.2,CF-AAP33215.1_11910_relaxed,CF-AAP33215.1_11910_relaxed,54.2,Product: unknown,Pfam,-,1,,
16406,1,Ambystoma tigrinum virus,Species,136.0,39.1,0.22,CF-AAP33219.1_11910_relaxed,CF-AAP33219.1_11910_relaxed,39.1,Product: unknown,Pfam,-,1,,
16407,1,Ambystoma tigrinum virus,Species,64.0,52.7,0.22,CF-AAP33222.1_11910_relaxed,CF-AAP33222.1_11910_relaxed,52.7,Product: unknown,Pfam,-,1,,
16408,1,Ambystoma tigrinum virus,Species,53.0,82.4,0.64,CF-AAP33231.1_11910_relaxed,CF-AAP33231.1_11910_relaxed,82.4,Product: truncated 3-b-hydroxy-D 5-C27-steroid oxidoreductase-like protein,Pfam,-,1,,
16409,1,Ambystoma tigrinum virus,Species,32.0,71.0,0.34,CF-AAP33235.1_11910_relaxed,CF-AAP33235.1_11910_relaxed,71.0,Product: unknown,Pfam,-,1,,
16410,1,Aparavirus kashmirense,Species,311.0,75.1,0.63,CF-AAP32284.2.1_10291_relaxed,CF-AAP32284.2.1_10291_relaxed,75.1,VP1,Pfam,picornavirus capsid protein,1,84.0,208.0
16411,1,Aparavirus kashmirense,Species,69.0,61.1,0.3,CF-AAP32284.2.2_10291_relaxed,CF-AAP32284.2.2_10291_relaxed,61.1,VP4,Pfam,"Cricket paralysis virus, VP4",1,13.0,69.0
16412,1,Simian mastadenovirus E,Species,126.0,62.5,0.34,CF-ALE30409.1_12279_relaxed,CF-ALE30409.1_12279_relaxed,62.5,Product: RID-beta,Pfam,Early E3 14.5 kDa protein,1,28.0,124.0
16413,1,Severe acute respiratory syndrome-related coronavirus,Species,149.0,66.4,0.25,CF-AAP41036.1.1.4_10193_relaxed,CF-AAP41036.1.1.4_10193_relaxed,66.4,Protein of unknown function (DUF3655); pfam12379,Pfam,"Betacoronavirus replicase NSP3, N-terminal",1,1.0,149.0
16414,1,Severe acute respiratory syndrome-related coronavirus,Species,154.0,43.6,0.3,CF-AAP41039.1_10193_relaxed,CF-AAP41039.1_10193_relaxed,43.6,Product: Orf4,Pfam,Severe acute respiratory syndrome coronavirus 3b protein,1,1.0,153.0
16415,1,Severe acute respiratory syndrome-related coronavirus,Species,44.0,84.9,0.52,CF-AAP41044.1_10193_relaxed,CF-AAP41044.1_10193_relaxed,84.9,Product: Orf9,Pfam,Betacoronavirus NS7B protein,1,1.0,43.0
16416,1,Ambystoma tigrinum virus,Species,89.0,56.5,0.12,CF-AAP33241.1_11910_relaxed,CF-AAP33241.1_11910_relaxed,56.5,Product: unknown,Pfam,-,1,,
16417,1,Ambystoma tigrinum virus,Species,118.0,51.3,0.12,CF-AAP33243.1_11910_relaxed,CF-AAP33243.1_11910_relaxed,51.3,Product: unknown,Pfam,-,1,,
16418,1,Ambystoma tigrinum virus,Species,88.0,73.7,0.54,CF-AAP33246.1_11910_relaxed,CF-AAP33246.1_11910_relaxed,73.7,Product: unknown,Pfam,-,1,,
16419,1,Ambystoma tigrinum virus,Species,275.0,66.6,0.65,CF-AAP33253.1_11910_relaxed,CF-AAP33253.1_11910_relaxed,66.6,Product: unknown,Pfam,-,1,,
16420,1,Enterovirus G,Species,80.0,70.6,0.26,CF-ALG04730.2.1.4_10608_relaxed,CF-ALG04730.2.1.4_10608_relaxed,70.6,Mediator complex subunit 13 C-terminal; pfam06333,Pfam,-,1,,
16421,1,Betaarterivirus chinrav 1,Species,108.0,71.5,0.47,CF-ALI16778.1.1.4_10140_relaxed,CF-ALI16778.1.1.4_10140_relaxed,71.5,Peptidase_C33-associated domain; pfam14756,Pfam,-,1,,
16422,1,Betapolyomavirus myoglareolus,Species,238.0,42.9,0.21,CF-ALJ83701.1_4439_relaxed,CF-ALJ83701.1_4439_relaxed,42.9,Product: VP3,Pfam,-,1,,
16423,1,Simian mastadenovirus F,Species,91.0,55.4,0.3,CF-ALE30477.1_12281_relaxed,CF-ALE30477.1_12281_relaxed,55.4,Product: CR1-alpha,Pfam,-,1,,
16424,1,Simian mastadenovirus F,Species,249.0,87.0,0.74,CF-ALE30483.2_12281_relaxed,CF-ALE30483.2_12281_relaxed,87.0,Product: short fiber-2,Pfam,Adenoviral fibre protein (knob domain),1,82.0,248.0
16425,1,Lymphocryptovirus macacinegamma10,Species,122.0,67.7,0.15,CF-ALF03218.1.1.3_128_relaxed,CF-ALF03218.1.1.3_128_relaxed,67.7,EBNA-3B; Provisional,Pfam,-,1,,
16426,1,Lymphocryptovirus macacinegamma10,Species,363.0,46.2,0.11,CF-ALF03218.1.1.4_128_relaxed,CF-ALF03218.1.1.4_128_relaxed,46.2,Large tegument protein UL36; Provisional,Pfam,-,1,,
16427,1,Salmon gillpox virus,Species,135.0,88.7,0.78,CF-AKR04212.1_12023_relaxed,CF-AKR04212.1_12023_relaxed,88.7,Product: low complexity protein,Pfam,-,1,,
16428,1,Salmon gillpox virus,Species,108.0,59.8,0.19,CF-AKR04163.1_12023_relaxed,CF-AKR04163.1_12023_relaxed,59.8,Product: hypothetical protein,Pfam,-,1,,
16429,1,Salmon gillpox virus,Species,124.0,46.5,0.36,CF-AKR04165.1_12023_relaxed,CF-AKR04165.1_12023_relaxed,46.5,Product: hypothetical protein,Pfam,-,1,,
16430,1,Salmon gillpox virus,Species,160.0,44.1,0.33,CF-AKR04166.1_12023_relaxed,CF-AKR04166.1_12023_relaxed,44.1,Product: hypothetical protein,Pfam,-,1,,
16431,1,Salmon gillpox virus,Species,143.0,55.2,0.45,CF-AKR04168.1_12023_relaxed,CF-AKR04168.1_12023_relaxed,55.2,Product: hypothetical protein,Pfam,-,1,,
16432,1,Salmon gillpox virus,Species,326.0,63.3,0.44,CF-AKR04169.1_12023_relaxed,CF-AKR04169.1_12023_relaxed,63.3,Product: trimeric dUTPase,Pfam,dUTPase,1,187.0,321.0
16433,1,Salmon gillpox virus,Species,190.0,41.6,0.36,CF-AKR04170.1_12023_relaxed,CF-AKR04170.1_12023_relaxed,41.6,Product: hypothetical protein,Pfam,-,1,,
16434,1,Lymphocryptovirus macacinegamma10,Species,106.0,50.6,0.23,CF-ALF03260.1_128_relaxed,CF-ALF03260.1_128_relaxed,50.6,Gene: LF3; Product: putative LF3,Pfam,-,1,,
16435,1,Lymphocryptovirus macacinegamma10,Species,324.0,26.1,0.15,CF-ALF03277.1_128_relaxed,CF-ALF03277.1_128_relaxed,26.1,Gene: ECRF4,Pfam,-,1,,
16436,1,Severe acute respiratory syndrome-related coronavirus,Species,23.0,89.8,0.26,CF-AAP41036.1.1.16_10193_relaxed,CF-AAP41036.1.1.16_10193_relaxed,89.8,Putative TM helix 1 [structural motif],Pfam,-,1,,
16437,1,Salmon gillpox virus,Species,304.0,30.9,0.2,CF-AKR04174.1_12023_relaxed,CF-AKR04174.1_12023_relaxed,30.9,Product: hypothetical protein,Pfam,-,1,,
16438,1,Salmon gillpox virus,Species,905.0,32.9,0.26,CF-AKR04175.1_12023_relaxed,CF-AKR04175.1_12023_relaxed,32.9,Product: Peptidase M60-like family,Pfam,"Peptidase M60, enhancin and enhancin-like",1,653.0,854.0
16439,1,Salmon gillpox virus,Species,252.0,45.5,0.34,CF-AKR04176.1_12023_relaxed,CF-AKR04176.1_12023_relaxed,45.5,Product: hypothetical protein,Pfam,-,1,,
16440,1,Salmon gillpox virus,Species,53.0,83.7,0.39,CF-AKR04177.1_12023_relaxed,CF-AKR04177.1_12023_relaxed,83.7,Product: hypothetical protein,Pfam,-,1,,
16441,1,Salmon gillpox virus,Species,368.0,32.1,0.23,CF-AKR04179.1_12023_relaxed,CF-AKR04179.1_12023_relaxed,32.1,Product: hypothetical protein,Pfam,-,1,,
16442,1,Salmon gillpox virus,Species,615.0,31.6,0.19,CF-AKR04161.1_12023_relaxed,CF-AKR04161.1_12023_relaxed,31.6,Product: hypothetical protein,Pfam,-,1,,
16443,1,Salmon gillpox virus,Species,68.0,58.2,0.33,CF-AKR04162.1_12023_relaxed,CF-AKR04162.1_12023_relaxed,58.2,Product: hypothetical protein,Pfam,-,1,,
16444,1,Singapore grouper iridovirus,Species,123.0,32.6,0.21,CF-AAS18025.1_11937_relaxed,CF-AAS18025.1_11937_relaxed,32.6,Product: unknown,Pfam,-,1,,
16445,1,Singapore grouper iridovirus,Species,140.0,35.4,0.24,CF-AAS18028.1_11937_relaxed,CF-AAS18028.1_11937_relaxed,35.4,Product: unknown,Pfam,-,1,,
16446,1,Singapore grouper iridovirus,Species,59.0,66.7,0.35,CF-AAS18030.1_11937_relaxed,CF-AAS18030.1_11937_relaxed,66.7,Product: unknown,Pfam,-,1,,
16447,1,Singapore grouper iridovirus,Species,145.0,38.6,0.27,CF-AAS18032.1_11937_relaxed,CF-AAS18032.1_11937_relaxed,38.6,Product: unknown,Pfam,-,1,,
16448,1,Gammabaculovirus nelecontei,Species,136.0,83.1,0.79,CF-AAS16881.1_12416_relaxed,CF-AAS16881.1_12416_relaxed,83.1,Product: unknown; Note: ORF 69; contains a RCC1/BLIP-II conserved domain,Pfam,Regulator of chromosome condensation (RCC1) repeat,2,31.0,78.0
16449,1,Singapore grouper iridovirus,Species,133.0,38.5,0.31,CF-AAS18017.1_11937_relaxed,CF-AAS18017.1_11937_relaxed,38.5,Product: unknown,Pfam,-,1,,
16450,1,Ostreavirus ostreidmalaco1,Species,303.0,35.8,0.23,CF-AAS01012.1_47_relaxed,CF-AAS01012.1_47_relaxed,35.8,Product: ORF123,Pfam,-,1,,
16451,1,Salmon gillpox virus,Species,110.0,82.7,0.47,CF-AKR04133.1_12023_relaxed,CF-AKR04133.1_12023_relaxed,82.7,Product: hypothetical protein,Pfam,-,1,,
16452,1,Ostreavirus ostreidmalaco1,Species,116.0,56.7,0.25,CF-AAS00966.1_47_relaxed,CF-AAS00966.1_47_relaxed,56.7,Product: ORF80,Pfam,-,1,,
16453,1,Ostreavirus ostreidmalaco1,Species,296.0,31.4,0.23,CF-AAS00968.1_47_relaxed,CF-AAS00968.1_47_relaxed,31.4,Product: ORF82,Pfam,-,1,,
16454,1,Ostreavirus ostreidmalaco1,Species,368.0,39.4,0.33,CF-AAS00969.1_47_relaxed,CF-AAS00969.1_47_relaxed,39.4,Product: ORF83,Pfam,-,1,,
16455,1,Ostreavirus ostreidmalaco1,Species,411.0,31.4,0.22,CF-AAS00950.1_47_relaxed,CF-AAS00950.1_47_relaxed,31.4,Product: ORF60,Pfam,-,1,,
16456,1,Ostreavirus ostreidmalaco1,Species,200.0,46.8,0.38,CF-AAS00957.1_47_relaxed,CF-AAS00957.1_47_relaxed,46.8,Product: ORF70,Pfam,-,1,,
16457,1,Ostreavirus ostreidmalaco1,Species,188.0,40.2,0.24,CF-AAS00959.1_47_relaxed,CF-AAS00959.1_47_relaxed,40.2,Product: ORF72,Pfam,-,1,,
16458,1,Ostreavirus ostreidmalaco1,Species,118.0,40.6,0.29,CF-AAS00960.1_47_relaxed,CF-AAS00960.1_47_relaxed,40.6,Product: ORF74,Pfam,-,1,,
16459,1,Singapore grouper iridovirus,Species,154.0,45.7,0.21,CF-AAS18024.1_11937_relaxed,CF-AAS18024.1_11937_relaxed,45.7,Product: unknown,Pfam,-,1,,
16460,1,Ostreavirus ostreidmalaco1,Species,170.0,93.6,0.82,CF-AAS00973.1_47_relaxed,CF-AAS00973.1_47_relaxed,93.6,Product: ORF87,Pfam,Inhibitor of Apoptosis domain,2,63.0,128.5
16461,1,Ostreavirus ostreidmalaco1,Species,748.0,27.0,0.16,CF-AAS00974.1_47_relaxed,CF-AAS00974.1_47_relaxed,27.0,Product: ORF88,Pfam,-,1,,
16462,1,Ostreavirus ostreidmalaco1,Species,244.0,38.9,0.26,CF-AAS00975.2_47_relaxed,CF-AAS00975.2_47_relaxed,38.9,Product: ORF89,Pfam,-,1,,
16463,1,Ostreavirus ostreidmalaco1,Species,294.0,39.5,0.18,CF-AAS00976.1_47_relaxed,CF-AAS00976.1_47_relaxed,39.5,Product: ORF90,Pfam,-,1,,
16464,1,Ostreavirus ostreidmalaco1,Species,229.0,47.9,0.26,CF-AAS00978.1_47_relaxed,CF-AAS00978.1_47_relaxed,47.9,Product: ORF92,Pfam,-,1,,
16465,1,Ostreavirus ostreidmalaco1,Species,347.0,52.5,0.47,CF-AAS00980.1_47_relaxed,CF-AAS00980.1_47_relaxed,52.5,Product: ORF94,Pfam,-,1,,
16466,1,Ostreavirus ostreidmalaco1,Species,678.0,65.0,0.68,CF-AAS00962.1_47_relaxed,CF-AAS00962.1_47_relaxed,65.0,Product: ORF76,Pfam,-,1,,
16467,1,Ostreavirus ostreidmalaco1,Species,146.0,57.4,0.18,CF-AAS00965.1_47_relaxed,CF-AAS00965.1_47_relaxed,57.4,Product: ORF79,Pfam,-,1,,
16468,1,Ambystoma tigrinum virus,Species,127.0,30.7,0.18,CF-AAP33255.1_11910_relaxed,CF-AAP33255.1_11910_relaxed,30.7,Product: unknown,Pfam,-,1,,
16469,1,Ambystoma tigrinum virus,Species,665.0,77.7,0.68,CF-AAP33261.1_11910_relaxed,CF-AAP33261.1_11910_relaxed,77.7,Product: unknown,Pfam,2-cysteine adaptor domain,3,74.0,106.0
16469,1,Ambystoma tigrinum virus,Species,665.0,77.7,0.68,CF-AAP33261.1_11910_relaxed,CF-AAP33261.1_11910_relaxed,77.7,Product: unknown,Pfam,Protein kinase domain,1,273.0,484.0
16470,1,Ostreavirus ostreidmalaco1,Species,240.0,60.9,0.44,CF-AAS00982.1_47_relaxed,CF-AAS00982.1_47_relaxed,60.9,Product: ORF96,Pfam,"Zinc finger, C3HC4 type (RING finger)",1,6.0,49.0
16471,1,Ostreavirus ostreidmalaco1,Species,584.0,33.4,0.25,CF-AAS00984.1_47_relaxed,CF-AAS00984.1_47_relaxed,33.4,Product: ORF98,Pfam,-,1,,
16472,1,Ostreavirus ostreidmalaco1,Species,209.0,30.1,0.25,CF-AAS00987.1_47_relaxed,CF-AAS00987.1_47_relaxed,30.1,Product: ORF101,Pfam,-,1,,
16473,1,Ostreavirus ostreidmalaco1,Species,270.0,33.6,0.18,CF-AAS00993.1_47_relaxed,CF-AAS00993.1_47_relaxed,33.6,Product: ORF108,Pfam,-,1,,
16474,1,Ostreavirus ostreidmalaco1,Species,118.0,62.3,0.27,CF-AAS00970.1_47_relaxed,CF-AAS00970.1_47_relaxed,62.3,Product: ORF84,Pfam,-,1,,
16475,1,Ostreavirus ostreidmalaco1,Species,135.0,55.5,0.48,CF-AAS00972.1_47_relaxed,CF-AAS00972.1_47_relaxed,55.5,Product: ORF86,Pfam,-,1,,
16476,1,Salmon gillpox virus,Species,176.0,42.8,0.25,CF-AKR04172.1_12023_relaxed,CF-AKR04172.1_12023_relaxed,42.8,Product: hypothetical protein,Pfam,-,1,,
16477,1,Salmon gillpox virus,Species,365.0,28.2,0.15,CF-AKR04173.1_12023_relaxed,CF-AKR04173.1_12023_relaxed,28.2,Product: hypothetical protein,Pfam,-,1,,
16478,1,Human mastadenovirus E,Species,264.0,57.8,0.16,CF-AAS10370.1_12219_relaxed,CF-AAS10370.1_12219_relaxed,57.8,Product: endoprotease,Pfam,-,1,,
16479,1,Ostreavirus ostreidmalaco1,Species,261.0,32.8,0.2,CF-AAS00995.1_47_relaxed,CF-AAS00995.1_47_relaxed,32.8,Product: ORF110,Pfam,-,1,,
16480,1,Ostreavirus ostreidmalaco1,Species,494.0,35.8,0.24,CF-AAS00999.1_47_relaxed,CF-AAS00999.1_47_relaxed,35.8,Product: ORF114,Pfam,-,1,,
16481,1,Ostreavirus ostreidmalaco1,Species,253.0,51.9,0.53,CF-AAS01004.1_47_relaxed,CF-AAS01004.1_47_relaxed,51.9,Product: ORF115,Pfam,-,1,,
16482,1,Infectious spleen and kidney necrosis virus,Species,372.0,51.1,0.4,CF-AAX82370.1_11902_relaxed,CF-AAX82370.1_11902_relaxed,51.1,Product: ORF61L,Pfam,-,1,,
16483,1,Infectious spleen and kidney necrosis virus,Species,41.0,60.5,0.23,CF-AAX82377.1_11902_relaxed,CF-AAX82377.1_11902_relaxed,60.5,Product: ORF68R,Pfam,-,1,,
16484,1,Salmon gillpox virus,Species,384.0,34.8,0.3,CF-AKR04181.1_12023_relaxed,CF-AKR04181.1_12023_relaxed,34.8,Product: hypothetical protein,Pfam,-,1,,
16485,1,Salmon gillpox virus,Species,585.0,34.2,0.25,CF-AKR04182.1_12023_relaxed,CF-AKR04182.1_12023_relaxed,34.2,Product: hypothetical protein,Pfam,-,1,,
16486,1,Salmon gillpox virus,Species,158.0,38.3,0.21,CF-AKR04183.1_12023_relaxed,CF-AKR04183.1_12023_relaxed,38.3,Product: late 16kDa putative membrane protein,Pfam,Pox virus entry-fusion-complex G9/A16,1,10.0,130.0
16487,1,Salmon gillpox virus,Species,272.0,49.0,0.43,CF-AKR04184.1_12023_relaxed,CF-AKR04184.1_12023_relaxed,49.0,Product: hypothetical protein,Pfam,-,1,,
16488,1,Salmon gillpox virus,Species,212.0,53.7,0.47,CF-AKR04187.1_12023_relaxed,CF-AKR04187.1_12023_relaxed,53.7,Product: hypothetical protein,Pfam,-,1,,
16489,1,Salmon gillpox virus,Species,144.0,42.7,0.28,CF-AKR04188.1_12023_relaxed,CF-AKR04188.1_12023_relaxed,42.7,Product: hypothetical protein,Pfam,-,1,,
16490,1,Salmon gillpox virus,Species,252.0,35.0,0.32,CF-AKR04189.1_12023_relaxed,CF-AKR04189.1_12023_relaxed,35.0,Product: DNA-binding virion core protein VP8/L4R,Pfam,Poxvirus nucleic acid binding protein VP8/L4R,1,36.0,211.0
16491,1,Salmon gillpox virus,Species,157.0,35.0,0.29,CF-AKR04171.1_12023_relaxed,CF-AKR04171.1_12023_relaxed,35.0,Product: hypothetical protein,Pfam,-,1,,
16492,1,Alphapolyomavirus suis,Species,156.0,61.5,0.48,CF-AKQ44361.1_4413_relaxed,CF-AKQ44361.1_4413_relaxed,61.5,Gene: 156 TAg; Product: 156 T antigen,Pfam,-,1,,
16493,1,Salmon gillpox virus,Species,138.0,38.3,0.27,CF-AKR04193.1_12023_relaxed,CF-AKR04193.1_12023_relaxed,38.3,Product: hypothetical protein,Pfam,-,1,,
16494,1,Salmon gillpox virus,Species,568.0,59.3,0.58,CF-AKR04194.1_12023_relaxed,CF-AKR04194.1_12023_relaxed,59.3,Product: poly(A) polymerase catalytic subunit,Pfam,Poxvirus poly(A) polymerase nucleotidyltransferase domain,1,231.0,329.0
