header,protein_id,Sort,pept_cat,protlen
AAC70269.1_12358,AAC70269.1,12358,protein,1014
AKC91723.1_12355,AKC91723.1,12355,protein,1015
AAK95475.1_130,AAK95475.1,130,protein,1015
AUG72319.1_42,AUG72319.1,42,protein,1015
ALF03278.1_128,ALF03278.1,128,protein,1015
AYA49864.1_129,AYA49864.1,129,protein,1015
CAD53462.1_127,CAD53462.1,127,protein,1015
QDQ69216.1_156,QDQ69216.1,156,protein,1016
AEP82754.1_4617,AEP82754.1,4617,protein,1016
AAK38212.1_125,AAK38212.1,125,protein,1016
APG78796.1_8615,APG78796.1,8615,protein,1017
AAC16239.1_12247,AAC16239.1,12247,protein,1017
AIU39536.1_147,AIU39536.1,147,protein,1017
AAU10873.1_11898,AAU10873.1,11898,protein,1017
CAD27357.1_11695,CAD27357.1,11695,protein,1017
ABJ08981.1_11995,ABJ08981.1,11995,protein,1017
DAZ90966.1_9732,DAZ90966.1,9732,protein,1018
AUQ43939.1_12426,AUQ43939.1,12426,protein,1019
ALZ45755.1_12442,ALZ45755.1,12442,protein,1019
ALN66346.1_12440,ALN66346.1,12440,protein,1019
BAC67309.1_12315,BAC67309.1,12315,protein,1019
ASV62906.1_12443,ASV62906.1,12443,protein,1019
ADW24354.1_157,ADW24354.1,157,protein,1019
AXU41517.1_12322,AXU41517.1,12322,protein,1019
AWM67169.1_12446,AWM67169.1,12446,protein,1019
ALN66188.1_12439,ALN66188.1,12439,protein,1019
ALN66506.1_12438,ALN66506.1,12438,protein,1019
AAL89115.1_12435,AAL89115.1,12435,protein,1019
AAK77769.1_12436,AAK77769.1,12436,protein,1019
AAL33196.1_12434,AAL33196.1,12434,protein,1019
AOT85544.1_12343,AOT85544.1,12343,protein,1019
ASA40417.1_12441,ASA40417.1,12441,protein,1019
AFX59569.1_12437,AFX59569.1,12437,protein,1019
QHR78436.1_11900,QHR78436.1,11900,protein,1020
AAK96314.1_12350,AAK96314.1,12350,protein,1020
AAT67280.1_86,AAT67280.1,86,protein,1020
BAG74634.1_12351,BAG74634.1,12351,protein,1020
AGE89918.1_12377,AGE89918.1,12377,protein,1020
AAG53810.1_12349,AAG53810.1,12349,protein,1020
ALL26039.1_80,ALL26039.1,80,protein,1020
AQS79176.1_60,AQS79176.1,60,protein,1020
AAC59538.1_88,AAC59538.1,88,protein,1021
QBB28621.1_12432,QBB28621.1,12432,protein,1021
ADA57871.2_36,ADA57871.2,36,protein,1021
ANF29723.1_12334,ANF29723.1,12334,protein,1021
BAH02448.1_91,BAH02448.1,91,protein,1021
AAM70301.1_12407,AAM70301.1,12407,protein,1021
AUS94676.1_90,AUS94676.1,90,protein,1021
QPO25186.1_61,QPO25186.1,61,protein,1021
ASZ85041.1_11948,ASZ85041.1,11948,protein,1021
ATE87099.1_11947,ATE87099.1,11947,protein,1021
AHK60928.1_9794,AHK60928.1,9794,protein,1021
AER28062.1_49,AER28062.1,49,protein,1022
AXS67724.1_12342,AXS67724.1,12342,protein,1022
AAL01751.1_12378,AAL01751.1,12378,protein,1022
AIL02940.1_87,AIL02940.1,87,protein,1023
AAD09719.1_12136,AAD09719.1,12136,protein,1023
UBZ25499.1_12431,UBZ25499.1,12431,protein,1023
ADD73788.1_12359,ADD73788.1,12359,protein,1023
QPI70133.1_89,QPI70133.1,89,protein,1023
ANJ02421.1_12108,ANJ02421.1,12108,protein,1024
AAS18027.1_11937,AAS18027.1,11937,protein,1024
AEW46233.1_98,AEW46233.1,98,protein,1024
UBZ25606.1_12430,UBZ25606.1,12430,protein,1024
CCV02532.1_11949,CCV02532.1,11949,protein,1024
AEV80915.1_107,AEV80915.1,107,protein,1024
AKN80812.1_12397,AKN80812.1,12397,protein,1025
APO13980.1_12408,APO13980.1,12408,protein,1025
AAZ38266.1_12317,AAZ38266.1,12317,protein,1025
AVT50742.1_84,AVT50742.1,84,protein,1026
AAC58060.1_134,AAC58060.1,134,protein,1026
AFV53381.1_77,AFV53381.1,77,protein,1026
ATE87155.1_11947,ATE87155.1,11947,protein,1026
ASZ84984.1_11948,ASZ84984.1,11948,protein,1026
UOQ18787.1_12365,UOQ18787.1,12365,protein,1026
AAB94477.1_11950,AAB94477.1,11950,protein,1026
ACY41087.1_164,ACY41087.1,164,protein,1026
ACT88321.2_92,ACT88321.2,92,protein,1027
AAM18345.1_6479,AAM18345.1,6479,protein,1027
AAG00069.1_6478,AAG00069.1,6478,protein,1027
AAB66388.1_163,AAB66388.1,163,protein,1027
AAC70189.1_12358,AAC70189.1,12358,protein,1029
AKS25382.1_12388,AKS25382.1,12388,protein,1030
AKC91674.1_12355,AKC91674.1,12355,protein,1031
AAP85731.1_12386,AAP85731.1,12386,protein,1031
ART33363.1_12141,ART33363.1,12141,protein,1032
BBA54738.1_6482,BBA54738.1,6482,protein,1032
AII15811.1_12433,AII15811.1,12433,protein,1032
ADF32028.1_5002,ADF32028.1,5002,protein,1032
AAB16798.1_11503,AAB16798.1,11503,protein,1032
AHC02839.1_114,AHC02839.1,114,protein,1033
QOD40123.1_71,QOD40123.1,71,protein,1033
AMB16998.1_69,AMB16998.1,69,protein,1033
QOD40192.1_70,QOD40192.1,70,protein,1033
CCA61430.1_11896,CCA61430.1,11896,protein,1034
ATA58241.1_145,ATA58241.1,145,protein,1034
AXG65495.1_6480,AXG65495.1,6480,protein,1034
AIZ48653.1_12318,AIZ48653.1,12318,protein,1035
AAP50613.1_101,AAP50613.1,101,protein,1035
APC23633.3_4952,APC23633.3,4952,protein,1035
AAK57093.1_117,AAK57093.1,117,protein,1035
AWW14425.1_12354,AWW14425.1,12354,protein,1035
QAT90375.1_12375,QAT90375.1,12375,protein,1035
AYN45042.1_12324,AYN45042.1,12324,protein,1035
UJZ89028.1_12347,UJZ89028.1,12347,protein,1035
AEQ32165.1_102,AEQ32165.1,102,protein,1035
ABQ52044.1_12410,ABQ52044.1,12410,protein,1035
AGQ20355.1_12393,AGQ20355.1,12393,protein,1036
UBZ25485.1_12431,UBZ25485.1,12431,protein,1036
ABF47468.1_12340,ABF47468.1,12340,protein,1036
ASW27053.1_94,ASW27053.1,94,protein,1036
AIE47788.1_12371,AIE47788.1,12371,protein,1037
AQQ80384.1_12389,AQQ80384.1,12389,protein,1037
AEV80365.1_99,AEV80365.1,99,protein,1037
AUV65367.1_12364,AUV65367.1,12364,protein,1037
AEB00383.1_12392,AEB00383.1,12392,protein,1037
ABG25583.1_34,ABG25583.1,34,protein,1037
AEV80760.1_97,AEV80760.1,97,protein,1037
AKF42409.1_9839,AKF42409.1,9839,protein,1038
CAA27904.1_93,CAA27904.1,93,protein,1038
AAL09672.1_4948,AAL09672.1,4948,protein,1038
AXG65496.1_6480,AXG65496.1,6480,protein,1039
AVT50672.1_83,AVT50672.1,83,protein,1039
ADD10396.1_108,ADD10396.1,108,protein,1040
AKG51610.1_106,AKG51610.1,106,protein,1040
ABG42924.1_39,ABG42924.1,39,protein,1040
CAA80824.1_11661,CAA80824.1,11661,protein,1040
AFX83378.1_110,AFX83378.1,110,protein,1040
QBM10848.1_81,QBM10848.1,81,protein,1040
AAG27194.1_82,AAG27194.1,82,protein,1041
QPB73964.1_8562,QPB73964.1,8562,protein,1041
QBN85172.1_95,QBN85172.1,95,protein,1041
ABM45802.1_12379,ABM45802.1,12379,protein,1041
AAG45775.1_56,AAG45775.1,56,protein,1041
CCA61442.1_11896,CCA61442.1,11896,protein,1041
QBB28623.1_12432,QBB28623.1,12432,protein,1042
QBQ01650.1_12402,QBQ01650.1,12402,protein,1042
AKU37537.1_11909,AKU37537.1,11909,protein,1042
ACJ06235.1_6435,ACJ06235.1,6435,protein,1042
AQN78592.1_12422,AQN78592.1,12422,protein,1042
APT68157.1_8567,APT68157.1,8567,protein,1042
ABO45361.1_12423,ABO45361.1,12423,protein,1043
QBB28675.1_12432,QBB28675.1,12432,protein,1043
AAF97860.1_7263,AAF97860.1,7263,protein,1043
ALN66162.1_12439,ALN66162.1,12439,protein,1043
ATA58294.1_145,ATA58294.1,145,protein,1043
AGE11538.1_115,AGE11538.1,115,protein,1043
ACI28807.1_12316,ACI28807.1,12316,protein,1043
AWM67145.1_12446,AWM67145.1,12446,protein,1044
AYP97894.1_12425,AYP97894.1,12425,protein,1044
ALZ45730.1_12442,ALZ45730.1,12442,protein,1044
ALN66480.1_12438,ALN66480.1,12438,protein,1044
ABC61224.1_12391,ABC61224.1,12391,protein,1044
ALN66324.1_12440,ALN66324.1,12440,protein,1044
ADA57899.2_36,ADA57899.2,36,protein,1044
AAL33123.1_12434,AAL33123.1,12434,protein,1044
AAX82335.1_11902,AAX82335.1,11902,protein,1044
ATU83373.1_12444,ATU83373.1,12444,protein,1044
ASA40393.1_12441,ASA40393.1,12441,protein,1044
AAK77742.1_12436,AAK77742.1,12436,protein,1044
AAL98758.1_11901,AAL98758.1,11901,protein,1044
AAL89043.1_12435,AAL89043.1,12435,protein,1044
AFX59496.1_12437,AFX59496.1,12437,protein,1044
AMM72762.1_11903,AMM72762.1,11903,protein,1044
ASV62934.1_12443,ASV62934.1,12443,protein,1044
AAQ21696.1_12395,AAQ21696.1,12395,protein,1045
AVT50609.1_85,AVT50609.1,85,protein,1045
CAX33878.1_11504,CAX33878.1,11504,protein,1045
BAP00732.1_74,BAP00732.1,74,protein,1046
BBM13225.1_75,BBM13225.1,75,protein,1046
AAK82071.1_11950,AAK82071.1,11950,protein,1046
ACZ63579.1_12390,ACZ63579.1,12390,protein,1046
AEI00244.1_55,AEI00244.1,55,protein,1046
AAG14230.1_54,AAG14230.1,54,protein,1046
AGE10031.1_111,AGE10031.1,111,protein,1047
APG77346.1_10251,APG77346.1,10251,protein,1047
ANJ02606.1_12109,ANJ02606.1,12109,protein,1047
QPB73968.1_8563,QPB73968.1,8563,protein,1047
ADA57883.1_36,ADA57883.1,36,protein,1047
ATA58242.1_145,ATA58242.1,145,protein,1047
AJL34226.1_11967,AJL34226.1,11967,protein,1048
AEM64011.1_96,AEM64011.1,96,protein,1048
ADO13788.1_76,ADO13788.1,76,protein,1048
CAD2068409.1_11961,CAD2068409.1,11961,protein,1048
CAL44684.1_11894,CAL44684.1,11894,protein,1048
AAY83989.1_12339,AAY83989.1,12339,protein,1048
ATE87119.1_11947,ATE87119.1,11947,protein,1049
ASZ85022.1_11948,ASZ85022.1,11948,protein,1049
AMB16997.1_69,AMB16997.1,69,protein,1049
AAR31597.1_100,AAR31597.1,100,protein,1049
AZQ20773.1_11907,AZQ20773.1,11907,protein,1050
ANS71204.1_12022,ANS71204.1,12022,protein,1050
ADE34378.1_11905,ADE34378.1,11905,protein,1050
AGX93312.1_12120,AGX93312.1,12120,protein,1050
AGT99276.1_123,AGT99276.1,123,protein,1050
AAC40994.1_6428,AAC40994.1,6428,protein,1051
AAS18054.1_11937,AAS18054.1,11937,protein,1051
APO15878.1_79,APO15878.1,79,protein,1051
BBE15815.1_9807,BBE15815.1,9807,protein,1051
AAV91044.1_11938,AAV91044.1,11938,protein,1051
AAK70771.1_12396,AAK70771.1,12396,protein,1051
AIS92104.1_12399,AIS92104.1,12399,protein,1052
AZQ20783.1_11907,AZQ20783.1,11907,protein,1052
AEU08864.1_8823,AEU08864.1,8823,protein,1052
QHU78995.1_9720,QHU78995.1,9720,protein,1052
AAX82345.1_11902,AAX82345.1,11902,protein,1052
AMM72772.1_11903,AMM72772.1,11903,protein,1052
AAZ67425.1_12383,AAZ67425.1,12383,protein,1052
ABO37304.1_11891,ABO37304.1,11891,protein,1052
AJP09090.1_11892,AJP09090.1,11892,protein,1052
AAK81983.1_11950,AAK81983.1,11950,protein,1052
AAU88119.1_62,AAU88119.1,62,protein,1053
AAR28848.1_12356,AAR28848.1,12356,protein,1053
AFV50385.1_11893,AFV50385.1,11893,protein,1053
CAA32198.1_11681,CAA32198.1,11681,protein,1053
QOD40062.1_12404,QOD40062.1,12404,protein,1053
AAT71848.1_11904,AAT71848.1,11904,protein,1053
ATU83372.1_12444,ATU83372.1,12444,protein,1054
ADD73713.1_12359,ADD73713.1,12359,protein,1054
AAR86124.1_78,AAR86124.1,78,protein,1054
QNV47822.1_12323,QNV47822.1,12323,protein,1054
QOD40122.1_71,QOD40122.1,71,protein,1055
CCE39371.1_12104,CCE39371.1,12104,protein,1055
AOO54378.1_11976,AOO54378.1,11976,protein,1055
AJZ77046.1_11968,AJZ77046.1,11968,protein,1055
ADA57873.1_36,ADA57873.1,36,protein,1055
CAN10146.1_11960,CAN10146.1,11960,protein,1055
ABA29307.1_73,ABA29307.1,73,protein,1055
AKO62729.1_11962,AKO62729.1,11962,protein,1055
AIY22238.1_11959,AIY22238.1,11959,protein,1055
AAK57095.1_117,AAK57095.1,117,protein,1055
AIY22397.1_11964,AIY22397.1,11964,protein,1055
CAN10395.1_11963,CAN10395.1,11963,protein,1055
AAA65277.1_11957,AAA65277.1,11957,protein,1055
AAZ94072.1_6504,AAZ94072.1,6504,protein,1056
AAA91271.1_11764,AAA91271.1,11764,protein,1056
QOD40191.1_70,QOD40191.1,70,protein,1056
AAA92206.1_12171,AAA92206.1,12171,protein,1056
AHH82647.1_12333,AHH82647.1,12333,protein,1056
AEN80064.1_52,AEN80064.1,52,protein,1056
SCO83527.1_57,SCO83527.1,57,protein,1056
AIU39240.1_59,AIU39240.1,59,protein,1056
AFU34333.1_11502,AFU34333.1,11502,protein,1057
UBZ25566.1_12431,UBZ25566.1,12431,protein,1057
AAC55164.1_12002,AAC55164.1,12002,protein,1057
ARS01840.1_68,ARS01840.1,68,protein,1057
AAK82256.1_11950,AAK82256.1,11950,protein,1057
CBH29148.1_11958,CBH29148.1,11958,protein,1057
SCO83494.1_57,SCO83494.1,57,protein,1058
AAP41471.1_66,AAP41471.1,66,protein,1058
CAA25702.1_11662,CAA25702.1,11662,protein,1058
AEQ77084.1_63,AEQ77084.1,63,protein,1058
ADE34414.1_11905,ADE34414.1,11905,protein,1058
AAK73523.1_6483,AAK73523.1,6483,protein,1058
ALL27240.1_6484,ALL27240.1,6484,protein,1058
AAN17823.1_6485,AAN17823.1,6485,protein,1058
ARD71362.1_53,ARD71362.1,53,protein,1059
ARS01690.1_67,ARS01690.1,67,protein,1059
ABQ08850.1_12418,ABQ08850.1,12418,protein,1059
QPD01785.1_10225,QPD01785.1,10225,protein,1059
AJD80747.1_12338,AJD80747.1,12338,protein,1059
ACA53382.1_6492,ACA53382.1,6492,protein,1059
CAB57796.1_11663,CAB57796.1,11663,protein,1059
CAX33877.1_11504,CAX33877.1,11504,protein,1060
ABG25582.1_34,ABG25582.1,34,protein,1060
AMB20709.1_10136,AMB20709.1,10136,protein,1060
ABF47409.1_12340,ABF47409.1,12340,protein,1060
AAC28743.1_11660,AAC28743.1,11660,protein,1060
ANJ02384.1_12107,ANJ02384.1,12107,protein,1060
AXU41691.1_12374,AXU41691.1,12374,protein,1061
CAA51882.1_12147,CAA51882.1,12147,protein,1061
AKN80582.1_12370,AKN80582.1,12370,protein,1061
AHL67534.1_11939,AHL67534.1,11939,protein,1062
ACT88305.1_92,ACT88305.1,92,protein,1062
AFJ20344.1_37,AFJ20344.1,37,protein,1062
AJL34061.1_11966,AJL34061.1,11966,protein,1062
ALQ33264.1_9716,ALQ33264.1,9716,protein,1063
AAA88529.1_6592,AAA88529.1,6592,protein,1063
AEN94546.1_6591,AEN94546.1,6591,protein,1063
AHI10995.1_9712,AHI10995.1,9712,protein,1063
CAA39967.1_11682,CAA39967.1,11682,protein,1063
AAF33622.1_12376,AAF33622.1,12376,protein,1063
DAZ89738.1_8564,DAZ89738.1,8564,protein,1064
AYA49822.1_129,AYA49822.1,129,protein,1064
QFP92613.1_4954,QFP92613.1,4954,protein,1064
ADA57793.1_36,ADA57793.1,36,protein,1064
AAF99144.1_109,AAF99144.1,109,protein,1064
AFV26942.1_72,AFV26942.1,72,protein,1065
AJK91771.1_12411,AJK91771.1,12411,protein,1065
ALN66317.1_12440,ALN66317.1,12440,protein,1065
AKR04200.1_12023,AKR04200.1,12023,protein,1065
ABI35741.1_12345,ABI35741.1,12345,protein,1065
AKR17420.1_12405,AKR17420.1,12405,protein,1065
QBB28667.1_12432,QBB28667.1,12432,protein,1066
UBZ25591.1_12430,UBZ25591.1,12430,protein,1066
AEV91392.1_64,AEV91392.1,64,protein,1066
AKI29940.1_10135,AKI29940.1,10135,protein,1066
AEN80089.1_52,AEN80089.1,52,protein,1066
AGE11539.1_115,AGE11539.1,115,protein,1067
ACO53516.1_12348,ACO53516.1,12348,protein,1067
AHJ14794.1_6493,AHJ14794.1,6493,protein,1067
AVT50727.1_84,AVT50727.1,84,protein,1068
AER41532.1_12398,AER41532.1,12398,protein,1068
AIU41302.1_12380,AIU41302.1,12380,protein,1068
CCV02277.1_11942,CCV02277.1,11942,protein,1069
CCV01753.1_11940,CCV01753.1,11940,protein,1069
CAD30689.1_11499,CAD30689.1,11499,protein,1069
AGY30954.1_9719,AGY30954.1,9719,protein,1069
QEG54043.1_48,QEG54043.1,48,protein,1070
ASA40386.1_12441,ASA40386.1,12441,protein,1070
AGC60116.1_9714,AGC60116.1,9714,protein,1070
QFU19717.1_10253,QFU19717.1,10253,protein,1071
AAK38266.1_125,AAK38266.1,125,protein,1071
AAD45950.1_12094,AAD45950.1,12094,protein,1071
AGY30760.1_162,AGY30760.1,162,protein,1071
AEI00262.1_55,AEI00262.1,55,protein,1071
AFR32478.1_65,AFR32478.1,65,protein,1071
AKS25440.1_12388,AKS25440.1,12388,protein,1071
ABV04398.1_6498,ABV04398.1,6498,protein,1071
AFJ20415.1_37,AFJ20415.1,37,protein,1072
ABY65793.1_12367,ABY65793.1,12367,protein,1072
AAL33170.1_12434,AAL33170.1,12434,protein,1072
CAA56650.1_6514,CAA56650.1,6514,protein,1072
ALZ45746.1_12442,ALZ45746.1,12442,protein,1072
AAK77760.1_12436,AAK77760.1,12436,protein,1072
AAL89090.1_12435,AAL89090.1,12435,protein,1072
ALN66497.1_12438,ALN66497.1,12438,protein,1072
ASV62915.1_12443,ASV62915.1,12443,protein,1072
ALN66340.1_12440,ALN66340.1,12440,protein,1072
ATU83371.1_12444,ATU83371.1,12444,protein,1072
AFX59544.1_12437,AFX59544.1,12437,protein,1072
AWM67161.1_12446,AWM67161.1,12446,protein,1072
ASA40410.1_12441,ASA40410.1,12441,protein,1072
AAK13183.1_12086,AAK13183.1,12086,protein,1073
ALN66179.1_12439,ALN66179.1,12439,protein,1073
AFV70634.1_12089,AFV70634.1,12089,protein,1073
ADZ04471.1_9715,ADZ04471.1,9715,protein,1073
AAG14246.1_54,AAG14246.1,54,protein,1074
CCV02098.1_11943,CCV02098.1,11943,protein,1074
AAK73090.1_6490,AAK73090.1,6490,protein,1075
AII22563.1_12092,AII22563.1,12092,protein,1075
ASU50635.1_12090,ASU50635.1,12090,protein,1075
AIU95034.1_9718,AIU95034.1,9718,protein,1076
AIF75092.1_9717,AIF75092.1,9717,protein,1076
QOE74423.1_112,QOE74423.1,112,protein,1076
AJG39052.1_8568,AJG39052.1,8568,protein,1077
AKR17528.1_12405,AKR17528.1,12405,protein,1077
QWL55122.1_4955,QWL55122.1,4955,protein,1077
AFU90106.1_46,AFU90106.1,46,protein,1077
AIZ35765.1_12096,AIZ35765.1,12096,protein,1077
AFV53366.1_77,AFV53366.1,77,protein,1078
ASZ85282.1_9340,ASZ85282.1,9340,protein,1078
AAD49675.1_119,AAD49675.1,119,protein,1078
AAG45790.1_56,AAG45790.1,56,protein,1078
ADN06423.1_6456,ADN06423.1,6456,protein,1079
CBH29206.1_11958,CBH29206.1,11958,protein,1079
AP_000080.1_12091,AP_000080.1,12091,protein,1079
CAA70801.1_12091,CAA70801.1,12091,protein,1079
BAH02432.1_91,BAH02432.1,91,protein,1079
AAC97837.1_12053,AAC97837.1,12053,protein,1079
ADA57888.1_36,ADA57888.1,36,protein,1079
AVT50597.1_85,AVT50597.1,85,protein,1080
ASZ85055.1_11948,ASZ85055.1,11948,protein,1080
ATE87086.1_11947,ATE87086.1,11947,protein,1080
ATU83370.1_12444,ATU83370.1,12444,protein,1080
ADO00359.1_11945,ADO00359.1,11945,protein,1080
AAC59589.1_88,AAC59589.1,88,protein,1080
AUS94660.1_90,AUS94660.1,90,protein,1080
AAS00949.1_47,AAS00949.1,47,protein,1080
AAQ73709.1_50,AAQ73709.1,50,protein,1081
AAT67264.1_86,AAT67264.1,86,protein,1081
AHA93366.1_58,AHA93366.1,58,protein,1081
AHJ14784.1_6499,AHJ14784.1,6499,protein,1081
AFK83885.1_116,AFK83885.1,116,protein,1081
AAG27235.1_82,AAG27235.1,82,protein,1081
QEI03666.1_12372,QEI03666.1,12372,protein,1082
QBB28606.1_12432,QBB28606.1,12432,protein,1082
AAD49644.1_119,AAD49644.1,119,protein,1082
QOD39987.1_12404,QOD39987.1,12404,protein,1082
CAA58410.1_118,CAA58410.1,118,protein,1082
ACH96220.1_12424,ACH96220.1,12424,protein,1083
CAA27889.1_93,CAA27889.1,93,protein,1083
QFU14606.1_51,QFU14606.1,51,protein,1084
ALM25982.1_113,ALM25982.1,113,protein,1084
AAA92249.1_11669,AAA92249.1,11669,protein,1084
AIL02924.1_87,AIL02924.1,87,protein,1085
BBM13209.1_75,BBM13209.1,75,protein,1085
BAP00716.1_74,BAP00716.1,74,protein,1085
AAD12287.2_33,AAD12287.2,33,protein,1085
AAL89790.2_12097,AAL89790.2,12097,protein,1085
AAR86109.1_78,AAR86109.1,78,protein,1085
BBF72826.1_12132,BBF72826.1,12132,protein,1085
ANJ02495.1_12111,ANJ02495.1,12111,protein,1085
AER41511.1_12398,AER41511.1,12398,protein,1085
AFK65656.1_6457,AFK65656.1,6457,protein,1086
ARQ79776.1_12130,ARQ79776.1,12130,protein,1086
ABO37187.1_11891,ABO37187.1,11891,protein,1086
ARQ79747.1_12129,ARQ79747.1,12129,protein,1086
AAA67168.1_11771,AAA67168.1,11771,protein,1086
AOC55089.1_11899,AOC55089.1,11899,protein,1086
AJP08967.1_11892,AJP08967.1,11892,protein,1086
AFV50253.1_11893,AFV50253.1,11893,protein,1086
ANJ02569.1_12113,ANJ02569.1,12113,protein,1086
AMF83858.1_12394,AMF83858.1,12394,protein,1086
QPI70117.1_89,QPI70117.1,89,protein,1086
QEG54042.1_48,QEG54042.1,48,protein,1087
AGR56818.1_12352,AGR56818.1,12352,protein,1087
QHR78435.1_11900,QHR78435.1,11900,protein,1087
ABG75819.1_6453,ABG75819.1,6453,protein,1088
APO15863.1_79,APO15863.1,79,protein,1088
QEJ80777.1_12098,QEJ80777.1,12098,protein,1088
AJG39299.1_9463,AJG39299.1,9463,protein,1089
AFU90042.1_46,AFU90042.1,46,protein,1089
AVT50657.1_83,AVT50657.1,83,protein,1089
ANJ02532.1_12112,ANJ02532.1,12112,protein,1089
CAC44891.1_6455,CAC44891.1,6455,protein,1090
AOW41466.1_12412,AOW41466.1,12412,protein,1090
QCQ84349.1_11500,QCQ84349.1,11500,protein,1090
BAH18775.1_12184,BAH18775.1,12184,protein,1091
ABO61308.1_12195,ABO61308.1,12195,protein,1091
AII15793.1_12433,AII15793.1,12433,protein,1091
CAG17475.1_12723,CAG17475.1,12723,protein,1091
ABK59062.1_12203,ABK59062.1,12203,protein,1091
AAD20327.1_12188,AAD20327.1,12188,protein,1091
BAJ22281.1_12187,BAJ22281.1,12187,protein,1091
ANJ02458.1_12110,ANJ02458.1,12110,protein,1091
ABO61293.1_12212,ABO61293.1,12212,protein,1091
ABD52387.1_12213,ABD52387.1,12213,protein,1091
BAH84791.1_12216,BAH84791.1,12216,protein,1091
CAI05960.1_12183,CAI05960.1,12183,protein,1091
AFJ20384.1_37,AFJ20384.1,37,protein,1092
AER28055.1_49,AER28055.1,49,protein,1092
AKC91697.1_12355,AKC91697.1,12355,protein,1093
QBM79592.1_4950,QBM79592.1,4950,protein,1093
AAU11077.1_11898,AAU11077.1,11898,protein,1093
ACH69488.1_12406,ACH69488.1,12406,protein,1094
AQS79164.1_60,AQS79164.1,60,protein,1095
AAS00903.1_47,AAS00903.1,47,protein,1095
QFU14552.1_51,QFU14552.1,51,protein,1095
ABF82121.1_11944,ABF82121.1,11944,protein,1096
QKO01647.1_6593,QKO01647.1,6593,protein,1098
AAF05246.1_12413,AAF05246.1,12413,protein,1098
ABO45345.1_12423,ABO45345.1,12423,protein,1098
ABF82065.1_11944,ABF82065.1,11944,protein,1098
ABY47825.1_12401,ABY47825.1,12401,protein,1098
ASV62864.1_12443,ASV62864.1,12443,protein,1099
CAB95005.1_11452,CAB95005.1,11452,protein,1099
AAL33288.1_12434,AAL33288.1,12434,protein,1100
AAL89208.1_12435,AAL89208.1,12435,protein,1100
ASA40451.1_12441,ASA40451.1,12441,protein,1100
ALN66221.1_12439,ALN66221.1,12439,protein,1100
ALN66542.1_12438,ALN66542.1,12438,protein,1100
ALN66380.1_12440,ALN66380.1,12440,protein,1100
AFX59661.1_12437,AFX59661.1,12437,protein,1100
AAK77811.1_12436,AAK77811.1,12436,protein,1100
ALZ45793.1_12442,ALZ45793.1,12442,protein,1100
ATU83369.1_12444,ATU83369.1,12444,protein,1100
AAA48359.1_11773,AAA48359.1,11773,protein,1101
CCU55950.1_12045,CCU55950.1,12045,protein,1101
AIS92082.1_12399,AIS92082.1,12399,protein,1101
AHL67558.1_11939,AHL67558.1,11939,protein,1101
AQN78629.1_12422,AQN78629.1,12422,protein,1101
CCU55637.1_12041,CCU55637.1,12041,protein,1102
AAS18088.1_11937,AAS18088.1,11937,protein,1103
AAV91067.1_11938,AAV91067.1,11938,protein,1103
AAB66385.1_163,AAB66385.1,163,protein,1103
ABQ08783.1_12418,ABQ08783.1,12418,protein,1104
AKS26402.1_12060,AKS26402.1,12060,protein,1104
CAL44601.1_11894,CAL44601.1,11894,protein,1104
AKO90176.1_9577,AKO90176.1,9577,protein,1105
AAG02756.1_12039,AAG02756.1,12039,protein,1105
AAA91826.1_11765,AAA91826.1,11765,protein,1105
ACY41084.1_164,ACY41084.1,164,protein,1105
AFJ20516.1_38,AFJ20516.1,38,protein,1106
QHB21729.1_12328,QHB21729.1,12328,protein,1106
AKS26449.1_12060,AKS26449.1,12060,protein,1107
AIY22251.1_11959,AIY22251.1,11959,protein,1107
CCU55370.1_12038,CCU55370.1,12038,protein,1107
AOO54393.1_11976,AOO54393.1,11976,protein,1107
CBH29161.1_11958,CBH29161.1,11958,protein,1107
AFV26926.1_72,AFV26926.1,72,protein,1108
CCU56273.1_12049,CCU56273.1,12049,protein,1108
ACW84422.1_12289,ACW84422.1,12289,protein,1108
ALB78138.1_12290,ALB78138.1,12290,protein,1108
AAF86924.1_12288,AAF86924.1,12288,protein,1108
QED40579.1_12320,QED40579.1,12320,protein,1109
AEC32098.1_12294,AEC32098.1,12294,protein,1110
AER28033.1_49,AER28033.1,49,protein,1110
QHB43549.1_12293,QHB43549.1,12293,protein,1110
AAN04299.1_12427,AAN04299.1,12427,protein,1111
QIZ64149.1_12146,QIZ64149.1,12146,protein,1111
AEW69550.1_12428,AEW69550.1,12428,protein,1111
ADP30814.1_12295,ADP30814.1,12295,protein,1111
QIJ58770.1_12292,QIJ58770.1,12292,protein,1112
APO13961.1_12408,APO13961.1,12408,protein,1112
AAC64523.1_12296,AAC64523.1,12296,protein,1112
QER78597.1_12291,QER78597.1,12291,protein,1112
AAM92433.1_12008,AAM92433.1,12008,protein,1113
ABF82116.1_11944,ABF82116.1,11944,protein,1113
BBE37021.1_10453,BBE37021.1,10453,protein,1114
CAI74981.1_11505,CAI74981.1,11505,protein,1114
BAO49586.1_12030,BAO49586.1,12030,protein,1114
AJG39281.1_9462,AJG39281.1,9462,protein,1114
CCU55498.1_12038,CCU55498.1,12038,protein,1114
AEV91376.1_64,AEV91376.1,64,protein,1114
ABO45410.1_12423,ABO45410.1,12423,protein,1115
