query	target 	#match	Len	#mismatch	#gapOpen	qstart	qend	tstart	tend	eval	score
4r0e_polio_rdrp	BAG70420.1.1.10_10550	0.004	454	25	0	139	165	427	453	2.01E+03	5.3
4r0e_polio_rdrp	AJI43724.1.1.6_10431	0.013	466	21	0	139	165	439	465	2.01E+03	5.3
4r0e_polio_rdrp	AHE93351.1.11_10552	0.004	462	25	0	139	165	435	461	2.04E+03	5.3
4r0e_polio_rdrp	AAD45119.1.1.10_10524	0.004	454	25	0	139	165	427	453	2.02E+03	5.3
4r0e_polio_rdrp	AUO15553.1.1.7_10364	0.011	459	22	0	139	165	432	458	2.02E+03	5.3
4r0e_polio_rdrp	ACK37391.1.11_10670	0.007	460	24	0	139	165	433	459	2.02E+03	5.3
4r0e_polio_rdrp	AVN87681.1.1.6_10881	0.002	430	14	0	244	258	414	428	1.99E+03	5.3
4r0e_polio_rdrp	AAL69631.2.11_10621	0.013	460	21	0	139	165	433	459	2.03E+03	5.3
4r0e_polio_rdrp	ACK37411.1.11_10729	0.007	460	25	0	138	165	432	459	2.05E+03	5.3
4r0e_polio_rdrp	AOQ26204.1.1.5_10903	0.010	381	26	0	231	260	351	380	1.97E+03	5.3
4r0e_polio_rdrp	ADV57354.1.1.10_10738	0.007	451	24	0	139	165	424	450	2.06E+03	5.3
4r0e_polio_rdrp	AAX47033.1.1.10_10534	0.004	454	25	0	139	165	427	453	2.05E+03	5.2
4r0e_polio_rdrp	AAR98503.1.11_10583	0.004	457	25	0	139	165	430	456	2.03E+03	5.2
4r0e_polio_rdrp	AAQ73091.1.11_10525	0.004	462	25	0	139	165	435	461	2.08E+03	5.2
4r0e_polio_rdrp	AWK02684.1.1.10_10807	0.008	361	7	0	6	15	11	20	1.97E+03	5.2
4r0e_polio_rdrp	AFS33288.1.12_10418	0.011	456	22	0	139	165	427	453	2.08E+03	5.2
4r0e_polio_rdrp	ASK12200.1.1.2_10985	0.006	321	39	0	418	458	64	104	1.97E+03	5.2
4r0e_polio_rdrp	AAQ73089.1.11_10523	0.004	462	25	0	139	165	435	461	2.06E+03	5.2
4r0e_polio_rdrp	AAW30683.1.1.10_10480	0.004	454	25	0	139	165	427	453	2.06E+03	5.2
4r0e_polio_rdrp	AAR38844.1.1.11_10471	0.002	454	26	0	139	165	427	453	2.07E+03	5.2
4r0e_polio_rdrp	ABO69379.1.1.10_10722	0.007	452	24	0	139	165	425	451	2.07E+03	5.2
4r0e_polio_rdrp	AAD20260.1.1.6_10316	0.013	315	12	0	137	152	212	227	1.96E+03	5.2
4r0e_polio_rdrp	AIK23444.1.1.6_10880	0.002	430	14	0	244	258	414	428	2.04E+03	5.2
4r0e_polio_rdrp	AAV27300.1.1.10_10662	0.007	450	24	0	139	165	423	449	2.08E+03	5.2
4r0e_polio_rdrp	AFG28420.1.1.8_10452	0.000	354	16	0	137	152	257	272	2.01E+03	5.2
4r0e_polio_rdrp	AAL68560.2.11_10626	0.004	462	25	0	139	165	435	461	2.06E+03	5.2
4r0e_polio_rdrp	ABF51198.1.11_10699	0.007	460	24	0	139	165	433	459	2.08E+03	5.2
4r0e_polio_rdrp	ACJ66736.1.11_10625	0.004	462	25	0	139	165	435	461	2.10E+03	5.2
4r0e_polio_rdrp	AAC54059.1.1.5_7130	0.012	514	35	1	322	363	146	191	2.44E+03	5.2
4r0e_polio_rdrp	ABI54476.1.1.23_7154	0.007	903	14	0	325	344	760	779	2.51E+03	5.2
4r0e_polio_rdrp	AAQ73094.1.11_10503	0.004	462	25	0	139	165	435	461	2.11E+03	5.2
4r0e_polio_rdrp	ATV90887.1.1.1_10223	0.014	419	15	0	291	311	57	77	2.56E+03	5.2
4r0e_polio_rdrp	ATV90892.1.1.2_10223	0.014	419	15	0	291	311	57	77	2.56E+03	5.2
4r0e_polio_rdrp	ABB22725.1.1.6_10924	0.006	329	13	0	1	15	2	16	2.00E+03	5.2
4r0e_polio_rdrp	AAK12388.1.1.7_10448	0.000	354	16	0	137	152	257	272	2.00E+03	5.2
4r0e_polio_rdrp	AAR38846.1.1.10_10473	0.002	454	26	0	139	165	427	453	2.11E+03	5.2
4r0e_polio_rdrp	ACO92357.1.1.7_10375	0.008	362	10	0	246	258	345	357	2.04E+03	5.2
4r0e_polio_rdrp	AAB39968.1.1.10_10478	0.002	454	26	0	139	165	427	453	2.11E+03	5.2
4r0e_polio_rdrp	CAA56365.1.11_10508	0.004	462	25	0	139	165	435	461	2.12E+03	5.2
4r0e_polio_rdrp	AJO54283.1.1.10_10764	0.007	451	25	0	138	165	423	450	2.10E+03	5.2
4r0e_polio_rdrp	AEP69156.1.1.10_10741	0.007	452	24	0	139	165	425	451	2.10E+03	5.2
4r0e_polio_rdrp	ACK37376.1.11_10647	0.007	459	25	0	138	165	431	458	2.11E+03	5.2
4r0e_polio_rdrp	ACK37409.1.1.10_10728	0.004	452	25	0	139	165	425	451	2.09E+03	5.2
4r0e_polio_rdrp	AAQ73085.1.11_10519	0.004	462	25	0	139	165	435	461	2.13E+03	5.2
4r0e_polio_rdrp	ABF51188.1.11_10690	0.007	460	24	0	139	165	433	459	2.13E+03	5.2
4r0e_polio_rdrp	AAD14562.1.4_6759	0.018	606	39	1	334	384	36	87	2.57E+03	5.2
4r0e_polio_rdrp	QRC47047.1.1.3_10244	0.011	446	20	0	232	256	1	25	2.38E+03	5.2
4r0e_polio_rdrp	QRC47049.1.1.1_10244	0.011	446	20	0	232	256	1	25	2.38E+03	5.2
4r0e_polio_rdrp	AWK02676.1.1.9_10809	0.008	361	24	0	139	165	334	360	2.01E+03	5.2
4r0e_polio_rdrp	ATP66644.1.1.8_10146	0.006	323	15	0	141	157	298	314	2.60E+03	5.2
4r0e_polio_rdrp	AGH70290.1.1.10_10579	0.004	453	25	0	139	165	426	452	2.12E+03	5.2
4r0e_polio_rdrp	AEG75268.1.1.11_10707	0.007	451	24	0	139	165	424	450	2.08E+03	5.1
4r0e_polio_rdrp	AGV08598.1.11_10976	0.006	473	25	0	139	166	444	471	2.13E+03	5.1
4r0e_polio_rdrp	ACT75287.1.1.5_6788	0.007	458	28	0	431	461	377	407	2.31E+03	5.1
4r0e_polio_rdrp	AAR38849.1.11_10476	0.002	462	26	0	139	165	435	461	2.17E+03	5.1
4r0e_polio_rdrp	ADO85550.2.12_10419	0.011	456	15	0	6	25	106	125	2.13E+03	5.1
4r0e_polio_rdrp	AAA46912.1.11_10558	0.004	461	25	0	139	165	434	460	2.16E+03	5.1
4r0e_polio_rdrp	ABO69521.1.11_10706	0.007	459	24	0	139	165	432	458	2.12E+03	5.1
4r0e_polio_rdrp	AAD02132.1.1.10_10497	0.004	454	26	0	138	165	426	453	2.16E+03	5.1
4r0e_polio_rdrp	AFS63897.1.1.7_7238	0.002	579	8	0	250	258	2	10	2.24E+03	5.1
4r0e_polio_rdrp	ABU41835.1.11_10574	0.004	461	25	0	139	165	434	460	2.14E+03	5.1
4r0e_polio_rdrp	CAA09480.1_10269	0.003	1680	25	0	59	88	520	549	2.30E+03	5.1
4r0e_polio_rdrp	AAF60952.1_11454	0.008	527	15	0	139	157	502	520	2.17E+03	5.1
4r0e_polio_rdrp	AAK50354.1_10268	0.006	1699	36	0	59	106	533	579	2.33E+03	5.1
4r0e_polio_rdrp	AAB39968.1.11_10478	0.002	462	26	0	139	165	435	461	2.19E+03	5.1
4r0e_polio_rdrp	ANN47501.1.11_10484	0.002	462	27	0	138	165	434	461	2.17E+03	5.1
4r0e_polio_rdrp	AKC42744.1.1.6_10980	0.006	350	34	0	423	458	117	152	2.03E+03	5.1
4r0e_polio_rdrp	APG77437.1.1.2_10982	0.013	320	31	0	424	458	61	95	2.08E+03	5.1
4r0e_polio_rdrp	ALA62478.1_11988	0.009	345	28	2	28	58	123	157	2.97E+03	5.1
4r0e_polio_rdrp	BAA92848.1_11453	0.005	1512	48	2	163	218	14	75	2.61E+03	5.1
4r0e_polio_rdrp	AAB71133.1.1.11_7230	0.015	472	43	0	206	255	20	69	2.37E+03	5.1
4r0e_polio_rdrp	AAQ73086.1.11_10520	0.004	462	25	0	139	165	435	461	2.19E+03	5.1
4r0e_polio_rdrp	AAK91591.1.12_10416	0.002	468	26	0	139	165	439	465	2.15E+03	5.1
4r0e_polio_rdrp	ACK37378.1.11_10649	0.007	460	24	0	139	165	433	459	2.17E+03	5.1
4r0e_polio_rdrp	CAA60262.1.1.4_10280	0.010	307	13	0	243	258	199	214	2.10E+03	5.1
4r0e_polio_rdrp	APA29019.1.1.6_10842	0.020	348	21	0	238	265	34	61	2.11E+03	5.1
4r0e_polio_rdrp	ACK37424.1.11_10733	0.002	460	26	0	139	165	433	459	2.19E+03	5.1
4r0e_polio_rdrp	AGB05580.1.1.4_10258	0.007	438	26	0	232	260	2	30	2.41E+03	5.1
4r0e_polio_rdrp	ABO69521.1.1.10_10706	0.007	451	24	0	139	165	424	450	2.15E+03	5.1
4r0e_polio_rdrp	ABF51188.1.1.10_10690	0.007	452	25	0	138	165	424	451	2.22E+03	5.1
4r0e_polio_rdrp	AAV69575.2.1.3_10284	0.007	307	12	0	245	258	201	214	2.08E+03	5.0
4r0e_polio_rdrp	AAQ73083.1.11_10517	0.004	462	25	0	139	165	435	461	2.22E+03	5.0
4r0e_polio_rdrp	AAQ02683.1.1.10_10570	0.004	453	25	0	139	165	426	452	2.20E+03	5.0
4r0e_polio_rdrp	AKI29941.1.1.7_10135	0.012	324	16	0	141	160	298	317	2.71E+03	5.0
4r0e_polio_rdrp	AIK23441.1.1.6_10928	0.011	356	11	0	1	15	6	20	2.15E+03	5.0
4r0e_polio_rdrp	AAS59402.1.13_7205	0.008	905	13	0	325	344	762	781	2.57E+03	5.0
4r0e_polio_rdrp	AHI87751.1.1.5_10319	0.013	310	45	1	410	458	49	98	2.08E+03	5.0
4r0e_polio_rdrp	ACK37406.1.11_10687	0.007	459	24	0	139	165	432	458	2.20E+03	5.0
4r0e_polio_rdrp	ABV25904.1.1.10_10483	0.002	454	26	0	139	165	427	453	2.22E+03	5.0
4r0e_polio_rdrp	AER92563.1.1.9_10791	0.013	371	11	0	137	152	329	344	2.20E+03	5.0
4r0e_polio_rdrp	ABM54551.1.11_10571	0.004	461	25	0	139	165	434	460	2.25E+03	5.0
4r0e_polio_rdrp	AJO54283.1.11_10764	0.007	460	24	0	139	165	432	458	2.23E+03	5.0
4r0e_polio_rdrp	AAQ73079.1.11_10513	0.004	462	26	0	138	165	434	461	2.25E+03	5.0
4r0e_polio_rdrp	AET06137.1.12_10798	0.004	461	25	0	139	165	434	460	2.17E+03	5.0
4r0e_polio_rdrp	BAA25371.1.1.5_10311	0.009	319	13	0	137	152	214	229	2.08E+03	5.0
4r0e_polio_rdrp	AAQ02682.1.1.10_10568	0.004	453	25	0	139	165	426	452	2.25E+03	5.0
4r0e_polio_rdrp	QFU19715.1.1.10_10253	0.005	444	25	0	232	258	2	28	2.51E+03	5.0
4r0e_polio_rdrp	QFU19721.1.1.1_10253	0.005	444	25	0	232	258	2	28	2.51E+03	5.0
4r0e_polio_rdrp	ABF51192.1.1.10_10639	0.007	450	24	0	139	165	423	449	2.21E+03	5.0
4r0e_polio_rdrp	AAF29594.1_6465	0.012	766	31	1	420	459	13	73	3.36E+03	5.0
4r0e_polio_rdrp	AJO54281.1.1.10_10784	0.004	451	25	0	139	165	424	450	2.21E+03	5.0
4r0e_polio_rdrp	AFO66759.1.12_10359	0.011	460	22	0	139	165	432	458	2.19E+03	5.0
4r0e_polio_rdrp	AAK12385.1.1.8_10445	0.000	354	16	0	137	152	257	272	2.14E+03	5.0
4r0e_polio_rdrp	AVM87340.1.1.7_10241	0.009	443	17	0	232	253	2	22	2.54E+03	5.0
4r0e_polio_rdrp	VFH35710.1.12_10464	0.006	465	24	0	139	165	438	464	2.22E+03	5.0
4r0e_polio_rdrp	BAG70419.1.11_10546	0.004	462	25	0	139	165	435	461	2.26E+03	5.0
4r0e_polio_rdrp	AAQ02681.1.11_10567	0.004	461	25	0	139	165	434	460	2.26E+03	5.0
4r0e_polio_rdrp	AAR38840.1.11_10467	0.002	462	26	0	139	165	435	461	2.31E+03	5.0
4r0e_polio_rdrp	ABF51198.1.1.10_10699	0.007	447	25	0	138	165	419	446	2.23E+03	5.0
4r0e_polio_rdrp	AAK12381.1.1.8_10441	0.000	354	16	0	137	152	257	272	2.18E+03	5.0
4r0e_polio_rdrp	AKA64452.1.1.10_10623	0.004	453	25	0	139	165	426	452	2.28E+03	5.0
4r0e_polio_rdrp	AAD14562.1.1.7_6759	0.007	458	28	0	431	461	377	407	2.49E+03	5.0
4r0e_polio_rdrp	ACK37423.1.11_10701	0.007	460	24	0	139	165	433	459	2.26E+03	5.0
4r0e_polio_rdrp	ABK32031.1.1.5_6751	0.011	458	42	0	255	303	397	443	2.47E+03	4.9
4r0e_polio_rdrp	AAQ73084.1.11_10518	0.004	462	25	0	139	165	435	461	2.31E+03	4.9
4r0e_polio_rdrp	ACK37420.1.1.10_10732	0.007	452	24	0	139	165	425	451	2.29E+03	4.9
4r0e_polio_rdrp	AAD14560.1.4_6765	0.010	607	20	1	56	81	58	87	2.79E+03	4.9
4r0e_polio_rdrp	AAW30684.1.1.10_10481	0.004	454	25	0	139	165	427	453	2.30E+03	4.9
4r0e_polio_rdrp	AAA42860.1.1.8_7239	0.016	579	20	0	125	159	33	61	2.43E+03	4.9
4r0e_polio_rdrp	QCQ84350.1_11500	0.006	856	8	0	438	450	95	107	3.60E+03	4.9
4r0e_polio_rdrp	CAA25246.1.9_10559	0.008	753	19	1	393	422	17	42	2.33E+03	4.9
4r0e_polio_rdrp	AAQ02677.1.1.10_10564	0.004	453	25	0	139	165	426	452	2.31E+03	4.9
4r0e_polio_rdrp	BAA24003.1.1.10_10589	0.004	453	25	0	139	165	426	452	2.31E+03	4.9
4r0e_polio_rdrp	APA29020.1.1.6_10905	0.010	381	30	0	224	257	344	377	2.21E+03	4.9
4r0e_polio_rdrp	ACK37418.1.1.10_10731	0.005	444	25	0	139	165	417	443	2.31E+03	4.9
4r0e_polio_rdrp	ACV51798.1.11_10752	0.009	460	23	0	139	165	432	458	2.34E+03	4.9
4r0e_polio_rdrp	AAA81554.1.8_7165	0.007	1020	13	0	325	344	877	896	3.03E+03	4.9
4r0e_polio_rdrp	ABK41188.1.11_10539	0.004	462	25	0	139	165	435	461	2.34E+03	4.9
4r0e_polio_rdrp	AAL69622.2.11_10491	0.004	462	25	0	139	165	435	461	2.32E+03	4.9
4r0e_polio_rdrp	ADY76976.1_10587	0.010	311	7	0	6	15	23	32	2.21E+03	4.9
4r0e_polio_rdrp	AVM87440.1.1.5_10824	0.016	370	10	1	137	152	257	273	2.27E+03	4.9
4r0e_polio_rdrp	ATP66628.1.1.9_10144	0.019	323	16	0	243	264	288	309	2.86E+03	4.9
4r0e_polio_rdrp	ACK37430.1.1.10_10737	0.009	452	12	0	137	152	330	345	2.34E+03	4.9
4r0e_polio_rdrp	AAA47285.1.1.3_10261	0.010	311	38	1	418	458	56	97	2.20E+03	4.9
4r0e_polio_rdrp	AAK12383.1.1.8_10443	0.000	354	16	0	137	152	257	272	2.24E+03	4.9
4r0e_polio_rdrp	AHX84172.1.1.5_10899	0.016	381	29	0	224	258	344	378	2.26E+03	4.9
4r0e_polio_rdrp	ANN47501.1.1.10_10484	0.002	454	26	0	139	165	427	453	2.37E+03	4.9
4r0e_polio_rdrp	AIU36166.1.1.10_10808	0.010	313	7	0	102	111	226	235	2.27E+03	4.9
4r0e_polio_rdrp	ACK37394.1.11_10673	0.007	460	24	0	139	165	433	459	2.35E+03	4.9
4r0e_polio_rdrp	AMB20710.1.1.6_10136	0.016	322	19	0	141	164	296	319	2.86E+03	4.9
4r0e_polio_rdrp	AAT01783.1.1.8_10354	0.007	458	32	0	424	458	211	245	2.29E+03	4.9
4r0e_polio_rdrp	AAA86870.1.1.12_7155	0.014	564	14	0	325	346	438	459	2.77E+03	4.9
4r0e_polio_rdrp	ACV66991.1.4_6767	0.015	611	29	1	333	371	35	72	2.87E+03	4.9
4r0e_polio_rdrp	ACK37417.1.1.10_10730	0.007	451	25	0	138	165	423	450	2.37E+03	4.8
4r0e_polio_rdrp	ABU41835.1.1.10_10574	0.004	453	26	0	138	165	425	452	2.35E+03	4.8
4r0e_polio_rdrp	AIU36253.1.1.7_10420	0.015	339	19	0	2	25	7	30	2.31E+03	4.8
4r0e_polio_rdrp	AGK41008.1.1.8_7128	0.014	516	48	0	201	256	7	61	2.58E+03	4.8
4r0e_polio_rdrp	ALS54294.1_10130	0.003	1465	10	0	318	332	496	510	3.31E+03	4.8
4r0e_polio_rdrp	ACL15185.1.11_10383	0.004	463	14	0	137	152	347	362	2.38E+03	4.8
4r0e_polio_rdrp	AFR68769.1_6745	0.009	554	52	0	23	80	25	81	2.77E+03	4.8
4r0e_polio_rdrp	AAA96964.1.1.8_7218	0.008	494	51	0	201	255	18	72	2.56E+03	4.8
4r0e_polio_rdrp	AAL69626.2.11_10488	0.004	462	25	0	139	165	435	461	2.43E+03	4.8
4r0e_polio_rdrp	AFB77697.1.7_10847	0.010	483	14	0	6	24	108	126	2.41E+03	4.8
4r0e_polio_rdrp	AAQ02675.1.11_10562	0.004	461	25	0	139	165	434	460	2.43E+03	4.8
4r0e_polio_rdrp	ABP57198.1.1.6_10308	0.003	313	15	0	137	152	210	225	2.24E+03	4.8
4r0e_polio_rdrp	AOQ26211.1.1.6_10904	0.010	381	26	0	231	260	351	380	2.33E+03	4.8
4r0e_polio_rdrp	AAW30685.1.1.10_10482	0.004	454	25	0	139	165	427	453	2.39E+03	4.8
4r0e_polio_rdrp	AAL68560.2.1.10_10626	0.004	454	25	0	139	165	427	453	2.37E+03	4.8
4r0e_polio_rdrp	QCF41176.1.1.5_10934	0.006	328	12	0	2	15	2	15	2.31E+03	4.8
4r0e_polio_rdrp	AAV34161.1.1.7_7141	0.027	150	55	0	328	390	26	84	2.99E+03	4.8
4r0e_polio_rdrp	ABO76708.1.1.10_10745	0.013	451	54	0	216	277	391	450	2.37E+03	4.8
4r0e_polio_rdrp	AAX47035.1.11_10536	0.004	462	25	0	139	165	435	461	2.42E+03	4.8
4r0e_polio_rdrp	BAU71153.1.1.7_10458	0.012	339	6	0	6	15	11	20	2.33E+03	4.8
4r0e_polio_rdrp	AAQ73076.1.11_10510	0.004	462	25	0	139	165	435	461	2.42E+03	4.8
4r0e_polio_rdrp	AEN94545.1.1.5_6591	0.016	257	22	0	393	418	230	255	2.49E+03	4.8
4r0e_polio_rdrp	ACK37431.1.11_10704	0.007	460	24	0	139	165	433	459	2.41E+03	4.8
4r0e_polio_rdrp	AAQ73086.1.1.10_10520	0.004	454	25	0	139	165	427	453	2.41E+03	4.8
4r0e_polio_rdrp	APB88805.1.1.5_10318	0.012	324	45	1	410	458	49	99	2.32E+03	4.8
4r0e_polio_rdrp	AAA96972.1.4_6773	0.018	610	27	1	333	371	35	72	2.98E+03	4.8
4r0e_polio_rdrp	AYD75973.1.1.7_10456	0.003	354	15	0	137	152	257	272	2.33E+03	4.8
4r0e_polio_rdrp	ACK37399.1.1.10_10679	0.007	450	24	0	139	165	423	449	2.41E+03	4.8
4r0e_polio_rdrp	AEP69155.1.1.10_10709	0.009	351	13	0	137	152	330	345	2.39E+03	4.8
4r0e_polio_rdrp	AAA46784.1.4_6763	0.013	611	30	1	333	371	35	72	2.97E+03	4.8
4r0e_polio_rdrp	QRC47039.1.1.3_10254	0.013	446	29	1	232	266	1	38	2.89E+03	4.8
4r0e_polio_rdrp	QRC47041.1.1.1_10254	0.013	446	29	1	232	266	1	38	2.89E+03	4.8
4r0e_polio_rdrp	AAL69622.2.1.10_10491	0.004	454	26	0	138	165	426	453	2.42E+03	4.8
4r0e_polio_rdrp	ACU27241.1.1.10_10576	0.005	438	17	0	6	24	102	120	2.50E+03	4.7
4r0e_polio_rdrp	AAC97206.1.4_6764	0.013	611	30	1	333	371	35	72	2.98E+03	4.7
4r0e_polio_rdrp	CAD38168.2.11_10532	0.004	462	25	0	139	165	435	461	2.45E+03	4.7
4r0e_polio_rdrp	ACK37377.1.11_10648	0.009	460	24	0	138	165	432	459	2.43E+03	4.7
4r0e_polio_rdrp	AGH70290.1.11_10579	0.004	461	25	0	139	165	434	460	2.48E+03	4.7
4r0e_polio_rdrp	AFV31450.1.10_10973	0.009	455	22	0	139	164	427	452	2.47E+03	4.7
4r0e_polio_rdrp	ACA21302.1.1.2_10235	0.011	379	8	0	198	209	167	178	3.34E+03	4.7
4r0e_polio_rdrp	AVM87404.1.1.5_10820	0.005	390	19	0	139	159	359	379	2.39E+03	4.7
4r0e_polio_rdrp	ADG03646.1.1.4_10279	0.010	308	13	0	243	258	199	214	2.37E+03	4.7
4r0e_polio_rdrp	AUW34302.1.1.6_10826	0.007	420	7	0	6	15	78	87	2.40E+03	4.7
4r0e_polio_rdrp	ACL15187.1.11_10385	0.010	289	7	0	6	15	109	118	2.53E+03	4.7
4r0e_polio_rdrp	BAG70419.1.1.10_10546	0.004	454	25	0	139	165	427	453	2.51E+03	4.7
4r0e_polio_rdrp	AAL06289.1.1.5_10315	0.017	239	12	0	137	152	204	219	2.32E+03	4.7
4r0e_polio_rdrp	ACO37271.1.1.2_11112	0.016	304	30	0	424	458	57	91	2.41E+03	4.7
4r0e_polio_rdrp	ACK37418.1.11_10731	0.004	460	25	0	139	165	433	459	2.52E+03	4.7
4r0e_polio_rdrp	AAK12386.1.1.8_10446	0.000	354	16	0	137	152	257	272	2.39E+03	4.7
4r0e_polio_rdrp	AVM87331.1.1.2_10149	0.020	250	10	0	271	285	9	23	3.18E+03	4.7
4r0e_polio_rdrp	AAQ02682.1.11_10568	0.004	461	25	0	139	165	434	460	2.50E+03	4.7
4r0e_polio_rdrp	AJO67755.1.1.6_10239	0.005	443	24	0	232	257	2	27	2.78E+03	4.7
4r0e_polio_rdrp	AJO67756.1.1.1_10239	0.005	443	24	0	232	257	2	27	2.78E+03	4.7
4r0e_polio_rdrp	BAA21898.1_10302	0.001	1811	18	0	139	157	1776	1794	2.78E+03	4.7
4r0e_polio_rdrp	QNM37797.1_10226	0.010	1243	45	0	320	377	642	699	5.19E+03	4.7
4r0e_polio_rdrp	ACK37379.1.11_10652	0.007	460	25	0	138	165	432	459	2.48E+03	4.7
4r0e_polio_rdrp	AJF23125.1.1.6_10426	0.012	341	14	0	6	24	11	28	2.42E+03	4.7
4r0e_polio_rdrp	ATY47693.1.1.7_10425	0.009	339	7	0	6	15	11	20	2.43E+03	4.7
4r0e_polio_rdrp	CAA12416.1.1.7_10843	0.006	357	14	0	137	152	262	277	2.39E+03	4.7
4r0e_polio_rdrp	ACK37380.1.1.10_10719	0.007	452	13	0	137	152	330	345	2.52E+03	4.7
4r0e_polio_rdrp	AAT01772.1.1.8_10350	0.004	458	14	0	137	152	342	357	2.48E+03	4.7
4r0e_polio_rdrp	ABU62850.1.1.11_10748	0.009	451	23	0	139	165	424	450	2.51E+03	4.7
4r0e_polio_rdrp	APG77345.1.1.3_10251	0.009	447	32	0	232	267	2	37	3.00E+03	4.7
4r0e_polio_rdrp	AGN98103.1_10368	0.003	1954	20	2	402	426	54	84	2.70E+03	4.7
4r0e_polio_rdrp	ACJ66736.1.1.10_10625	0.004	454	25	0	139	165	427	453	2.56E+03	4.7
4r0e_polio_rdrp	AAC63944.2.11_10499	0.004	462	25	0	139	165	435	461	2.59E+03	4.6
4r0e_polio_rdrp	AAB66324.1.1.16_7113	0.019	518	44	1	200	256	7	62	2.71E+03	4.6
4r0e_polio_rdrp	QEQ92497.1.1.6_10428	0.004	460	21	0	139	161	437	459	2.51E+03	4.6
4r0e_polio_rdrp	AAQ02676.1.11_10563	0.004	461	25	0	139	165	434	460	2.58E+03	4.6
4r0e_polio_rdrp	AAD14556.1.4_6778	0.015	607	19	0	333	360	35	62	3.08E+03	4.6
4r0e_polio_rdrp	BAS29593.1.1.8_10461	0.004	459	25	0	139	165	432	458	2.49E+03	4.6
4r0e_polio_rdrp	AHV82114.1.1.6_10921	0.003	337	9	0	6	15	12	21	2.45E+03	4.6
4r0e_polio_rdrp	AUW36413.1.1.6_10884	0.005	432	12	0	139	152	419	432	2.52E+03	4.6
4r0e_polio_rdrp	AAA50478.1.11_10477	0.002	462	26	0	139	165	435	461	2.59E+03	4.6
4r0e_polio_rdrp	ACK37409.1.11_10728	0.004	460	25	0	139	165	433	459	2.55E+03	4.6
4r0e_polio_rdrp	AAA96329.1.4_6768	0.015	611	29	1	333	371	35	72	3.13E+03	4.6
4r0e_polio_rdrp	AHH82655.1_12333	0.007	838	14	0	52	75	26	45	3.67E+03	4.6
4r0e_polio_rdrp	AQV09561.1.1.5_7132	0.002	512	14	0	244	258	318	332	2.87E+03	4.6
4r0e_polio_rdrp	ATY47692.1.1.6_10437	0.006	465	24	0	139	165	438	464	2.53E+03	4.6
4r0e_polio_rdrp	AAC97208.1_6579	0.005	1708	15	0	194	218	186	208	3.00E+03	4.6
4r0e_polio_rdrp	BAS29593.1.10_10461	0.004	464	25	0	139	165	437	463	2.56E+03	4.6
4r0e_polio_rdrp	AAQ02680.1.1.10_10565	0.004	453	25	0	139	165	426	452	2.59E+03	4.6
4r0e_polio_rdrp	ACL15185.1.1.6_10383	0.004	462	14	0	137	152	347	362	2.54E+03	4.6
4r0e_polio_rdrp	AFK85007.1.12_10429	0.006	467	37	0	418	458	211	250	2.59E+03	4.6
4r0e_polio_rdrp	APG77342.1.1.3_10231	0.014	345	7	0	198	209	136	147	3.60E+03	4.6
4r0e_polio_rdrp	CAA60254.1_10267	0.002	1699	16	0	139	157	1649	1667	2.84E+03	4.6
4r0e_polio_rdrp	AWK02669.1.1.6_10433	0.004	466	38	0	418	458	211	250	2.62E+03	4.6
4r0e_polio_rdrp	ADO85550.2.1.7_10419	0.009	338	7	0	6	15	11	20	2.53E+03	4.6
4r0e_polio_rdrp	AIY68181.1.12_10457	0.013	468	13	0	6	24	106	124	2.60E+03	4.6
4r0e_polio_rdrp	AEL30247.1.1.7_10313	0.016	315	44	1	410	458	49	98	2.45E+03	4.6
4r0e_polio_rdrp	CAC17792.1_7268	0.010	981	58	1	285	353	770	838	3.23E+03	4.6
4r0e_polio_rdrp	AAA46273.2_10143	0.003	1463	29	0	141	173	616	648	3.57E+03	4.6
4r0e_polio_rdrp	AAN05101.1.1.5_6742	0.011	458	17	0	371	392	433	454	2.84E+03	4.6
4r0e_polio_rdrp	AET72467.1.11_10785	0.012	402	11	0	137	152	337	352	2.56E+03	4.5
4r0e_polio_rdrp	AMT85188.1.1.7_10423	0.009	339	7	0	6	15	11	20	2.56E+03	4.5
4r0e_polio_rdrp	AJD20059.2.1.5_6743	0.011	458	17	0	371	392	433	454	2.91E+03	4.5
4r0e_polio_rdrp	AAK12390.1.1.8_10450	0.008	353	12	0	243	257	339	353	2.52E+03	4.5
4r0e_polio_rdrp	AEV80885.1_107	0.007	302	15	0	72	88	13	29	2.96E+03	4.5
4r0e_polio_rdrp	AIY68181.1.1.6_10457	0.013	458	13	0	6	24	104	122	2.62E+03	4.5
4r0e_polio_rdrp	AUA17935.1.1.7_10844	0.007	442	32	1	424	458	183	218	2.58E+03	4.5
4r0e_polio_rdrp	AIF74262.1.1.5_10978	0.006	341	13	0	1	15	2	16	2.56E+03	4.5
4r0e_polio_rdrp	AOQ26203.1.1.5_10902	0.008	381	37	0	418	458	115	154	2.56E+03	4.5
4r0e_polio_rdrp	ACI95948.2.1.6_10865	0.007	458	7	0	6	15	95	104	2.64E+03	4.5
4r0e_polio_rdrp	BAS29594.1.1.10_10462	0.009	451	15	0	6	24	98	116	2.66E+03	4.5
4r0e_polio_rdrp	ABQ16587.1.1.10_10743	0.009	451	23	0	139	165	424	450	2.65E+03	4.5
